ID,DistrictsAndNeighbourhoods,Encoding_3,DistanceToPerformingArts_99,Within5Km_100,Within10Km_101,Within20Km_102,DistanceToPopMusicVenue_103,DistanceToCinema_104,Within5Km_105,Within10Km_106,Within20Km_107,DistanceToSauna_108,DistanceToTanningSalon_109,DistanceToAttraction_110,Within10Km_111,Within20Km_112,Within50Km_113,DistanceToFireStation_114
179,WK048205,WK048205,4.1,2.0,4.0,24.0,9.0,1.1,1.0,3.0,11.0,10.1,1.1,8.5,1.0,9.0,62.7,1.0
180,BU04820501,BU04820501,4.1,2.0,4.0,24.0,9.0,0.9,1.0,3.0,11.0,10.1,0.9,8.5,1.0,9.0,63.0,0.8
181,BU04820502,BU04820502,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
182,BU04820503,BU04820503,4.1,2.0,4.0,24.0,9.0,2.0,1.0,3.0,11.0,10.1,2.0,8.5,1.0,9.0,61.1,1.8
183,WK048206,WK048206,4.5,1.0,3.4,21.0,9.3,1.9,1.0,2.4,8.8,10.5,1.9,9.0,0.8,7.6,62.4,1.9
184,BU04820601,BU04820601,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
185,BU04820602,BU04820602,5.4,0.2,2.4,17.4,10.2,2.2,1.0,1.3,6.0,11.4,2.0,9.9,0.5,6.0,61.6,2.3
186,BU04820603,BU04820603,5.5,0.3,2.5,17.2,10.3,2.5,1.0,1.5,6.3,11.4,2.3,10.0,0.4,5.6,61.4,2.5
187,BU04820604,BU04820604,3.9,1.4,4.0,23.0,8.7,1.7,1.0,3.0,10.2,9.8,1.7,8.3,1.0,8.4,63.0,1.6
188,GM0613,GM0613,5.9,0.4,9.4,27.4,8.2,7.3,0.0,4.0,12.8,4.9,3.5,4.0,4.1,14.1,53.6,2.0
189,WK061301,WK061301,6.5,0.0,3.9,27.4,9.8,6.2,0.0,1.1,12.0,4.4,3.3,4.7,3.2,14.2,51.2,1.3
190,BU06130101,BU06130101,6.4,0.0,3.6,27.3,9.9,6.1,0.0,1.0,12.0,4.3,3.2,4.8,3.1,14.2,51.0,1.4
191,BU06130102,BU06130102,6.6,0.0,4.6,28.0,9.3,6.2,0.0,1.2,12.0,4.4,3.3,4.2,3.7,14.0,53.3,0.7
192,BU06130103,BU06130103,7.1,0.0,6.9,28.0,8.9,7.1,0.0,2.0,12.0,5.3,4.3,3.9,4.0,14.0,53.0,0.8
193,BU06130104,BU06130104,7.2,0.0,7.8,28.5,9.1,7.4,0.0,2.3,12.5,5.6,4.5,4.0,5.1,14.5,52.9,1.6
194,WK061302,WK061302,6.7,0.0,9.0,28.0,8.5,7.5,0.0,3.9,12.1,5.7,4.7,3.4,4.3,14.0,53.0,1.2
195,BU06130205,BU06130205,6.7,0.0,9.0,28.0,8.5,7.5,0.0,3.8,12.1,5.7,4.7,3.4,4.3,14.0,53.0,1.1
196,BU06130207,BU06130207,6.4,0.0,11.7,27.6,8.2,8.5,0.0,6.4,12.7,6.2,5.7,3.1,5.1,14.2,53.0,2.3
197,WK061303,WK061303,6.7,0.0,3.3,25.7,10.2,6.4,0.0,1.0,12.0,4.5,2.9,5.1,3.0,14.2,51.2,1.4
198,BU06130308,BU06130308,5.9,0.0,3.1,26.3,10.3,5.6,0.0,1.0,12.0,3.8,2.5,5.2,3.0,15.0,50.3,1.7
199,BU06130309,BU06130309,6.7,0.0,3.3,25.7,10.1,6.4,0.0,1.0,12.0,4.5,3.0,5.0,3.0,14.0,51.5,1.3
200,BU06130310,BU06130310,6.2,0.0,3.0,25.6,10.4,5.8,0.0,1.0,12.0,4.0,2.3,5.3,3.0,14.4,50.3,1.8
201,BU06130311,BU06130311,7.1,0.0,3.4,25.7,10.0,6.7,0.0,1.0,12.0,4.9,3.2,5.0,3.0,14.0,51.9,1.1
202,BU06130312,BU06130312,7.2,0.0,3.0,24.8,10.7,6.8,0.0,1.0,12.0,5.0,3.1,5.6,3.0,14.1,50.8,1.8
203,BU06130313,BU06130313,7.6,0.0,4.3,26.7,9.4,7.6,0.0,1.2,12.0,5.8,4.2,4.4,3.5,14.0,52.7,1.4
204,WK061304,WK061304,6.5,0.0,10.7,27.0,8.3,8.2,0.0,5.2,12.2,6.2,5.2,3.2,4.5,14.0,53.1,1.7
205,BU06130414,BU06130414,6.7,0.0,9.5,27.0,8.5,7.5,0.0,4.5,12.1,5.7,4.7,3.4,4.5,14.0,53.0,1.0
206,BU06130415,BU06130415,6.1,0.0,13.2,27.0,7.9,8.3,0.0,7.1,12.5,6.3,5.5,2.9,5.0,14.0,53.1,1.8
207,BU06130416,BU06130416,5.8,0.0,15.2,27.0,7.5,8.6,0.0,7.8,12.8,5.9,5.6,2.6,4.6,14.0,53.7,2.4
208,BU06130417,BU06130417,6.7,0.0,9.2,27.0,8.5,7.9,0.0,4.1,12.0,6.1,5.0,3.4,4.3,14.0,53.0,1.3
209,BU06130418,BU06130418,6.4,0.0,11.8,27.0,8.2,8.8,0.0,6.3,12.2,6.5,5.7,3.1,4.7,14.0,53.2,2.2
210,BU06130419,BU06130419,6.9,0.0,8.3,27.0,8.7,8.3,0.0,2.8,12.0,6.5,5.1,3.6,4.0,14.0,53.0,1.7
211,BU06130420,BU06130420,6.2,0.0,12.2,27.0,8.0,9.0,0.0,6.5,12.5,6.3,5.2,2.9,3.9,14.0,54.4,2.9
212,WK061305,WK061305,6.7,0.0,7.1,28.2,7.7,9.5,0.0,2.0,13.7,5.4,3.4,4.6,3.2,14.0,56.2,4.0
213,BU06130521,BU06130521,6.4,0.3,8.0,29.0,7.0,9.3,0.0,1.6,14.9,4.8,2.6,5.7,2.3,14.0,57.8,4.9
214,BU06130522,BU06130522,6.7,0.0,7.1,28.2,7.7,9.5,0.0,2.0,13.7,5.5,3.4,4.6,3.2,14.0,56.1,3.9
215,WK061306,WK061306,4.2,1.5,15.9,29.3,5.5,7.6,0.0,6.8,14.5,3.8,2.3,3.7,4.9,14.0,57.2,3.4
216,BU06130623,BU06130623,3.8,2.1,17.3,28.2,5.3,7.3,0.0,7.6,14.0,3.6,2.8,3.3,5.0,14.0,56.8,3.2
217,BU06130624,BU06130624,3.9,2.0,17.1,29.5,5.4,7.4,0.0,7.3,14.4,3.7,2.5,3.4,5.0,14.0,57.0,3.3
218,BU06130625,BU06130625,4.4,1.3,15.8,29.8,5.5,7.7,0.0,6.3,14.6,3.9,2.6,3.9,5.0,14.0,57.3,3.4
219,BU06130626,BU06130626,4.6,0.9,14.3,30.0,5.7,7.9,0.0,6.1,14.9,4.0,1.9,4.1,4.8,14.0,57.6,3.6
220,WK061307,WK061307,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
221,BU06130706,BU06130706,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
222,GM0361,GM0361,2.8,2.5,4.5,7.0,3.6,3.5,1.7,2.7,5.7,8.7,2.7,4.4,4.2,12.0,38.4,2.1
223,WK036101,WK036101,1.5,3.0,4.9,7.0,2.0,2.0,2.0,2.8,4.9,9.9,1.0,2.8,3.4,11.9,41.1,2.0
224,BU03610100,BU03610100,2.2,3.0,4.7,7.0,2.8,2.8,2.0,2.7,5.0,9.8,0.7,2.4,3.0,12.0,42.0,2.7
225,BU03610101,BU03610101,1.8,3.0,5.0,7.0,2.4,2.4,2.0,3.0,4.8,10.1,0.6,2.8,3.0,12.0,42.0,2.4
226,BU03610102,BU03610102,1.3,3.0,5.0,7.0,1.9,1.9,2.0,3.0,4.7,9.8,0.9,3.1,3.9,11.9,41.9,1.9
227,BU03610103,BU03610103,1.5,3.0,5.0,7.0,2.1,2.1,2.0,3.0,4.0,10.1,0.7,3.0,3.1,12.0,42.0,2.0
228,BU03610104,BU03610104,1.2,3.0,5.0,7.0,1.8,1.8,2.0,3.0,4.4,10.2,1.1,3.1,3.5,11.8,41.0,1.7
229,BU03610105,BU03610105,0.9,3.0,5.0,7.0,1.4,1.4,2.0,3.0,5.3,10.1,1.2,2.5,4.0,11.8,39.1,1.3
230,BU03610106,BU03610106,1.8,3.0,4.3,7.0,2.4,2.4,2.0,2.2,5.0,9.5,1.5,3.1,3.0,12.0,41.9,2.3
231,BU03610107,BU03610107,1.6,3.0,4.8,7.0,2.0,2.0,2.0,2.7,4.2,9.7,1.9,2.8,3.1,11.3,39.5,1.9
232,BU03610108,BU03610108,0.9,3.1,5.0,7.0,1.3,1.3,2.0,3.0,5.6,9.7,1.3,2.0,4.0,12.0,38.9,1.2
233,BU03610109,BU03610109,1.6,3.0,4.7,7.0,2.2,2.2,2.0,2.7,5.0,9.6,1.0,3.0,3.0,12.0,42.0,2.1
234,WK036102,WK036102,2.0,3.0,5.0,7.0,2.3,2.3,2.0,3.0,6.0,7.7,1.5,4.3,5.0,11.8,38.3,2.4
235,BU03610200,BU03610200,1.2,3.0,5.0,7.5,1.2,1.2,2.0,3.0,6.0,8.4,0.9,3.4,5.0,12.9,38.9,1.3
236,BU03610201,BU03610201,2.6,3.0,5.0,7.1,2.9,2.9,2.0,3.0,6.0,7.4,2.0,5.0,5.0,11.7,38.4,3.0
237,BU03610202,BU03610202,2.6,3.0,5.0,7.0,2.7,2.7,2.0,3.0,6.0,7.5,2.2,4.8,5.0,11.9,38.6,2.8
238,BU03610203,BU03610203,1.7,3.0,5.0,6.7,1.7,1.7,2.0,3.0,5.6,8.7,1.3,3.9,4.9,11.3,38.7,1.8
239,BU03610204,BU03610204,2.0,3.0,5.0,7.0,2.0,2.0,2.0,3.0,6.0,8.2,1.6,4.1,5.0,11.0,38.0,2.1
240,BU03610205,BU03610205,2.0,3.0,5.0,7.0,2.0,2.0,2.0,3.0,6.0,7.9,1.6,4.2,5.0,11.3,38.0,2.1
241,BU03610206,BU03610206,2.3,3.0,5.0,7.0,2.3,2.3,2.0,3.0,6.0,7.6,1.9,4.5,5.0,12.0,38.0,2.4
242,BU03610208,BU03610208,1.4,3.4,5.0,6.8,3.4,3.4,2.3,3.0,6.0,6.0,0.8,4.5,5.0,12.0,37.3,3.9
243,BU03610209,BU03610209,2.2,3.2,5.0,6.3,4.4,3.4,2.5,3.0,6.0,4.6,2.1,3.0,5.7,11.2,37.0,4.0
244,WK036103,WK036103,2.3,3.0,5.0,7.0,2.7,2.7,2.0,3.0,4.6,9.9,1.0,3.0,3.2,11.7,41.6,2.8
245,BU03610300,BU03610300,1.8,3.0,5.0,7.0,2.2,2.2,2.0,3.0,4.5,9.8,1.5,3.4,3.6,11.2,40.9,2.3
246,BU03610301,BU03610301,2.4,3.0,5.0,7.0,2.9,2.9,2.0,3.0,4.2,9.7,0.8,2.9,3.0,12.0,41.9,2.9
247,BU03610302,BU03610302,2.5,3.0,5.0,7.0,3.1,3.1,2.0,3.0,4.6,9.8,0.9,2.8,3.0,12.0,42.0,3.1
248,BU03610303,BU03610303,2.4,3.0,5.0,7.0,3.0,3.0,2.0,3.0,5.0,10.2,0.4,2.3,3.1,12.0,42.0,3.0
249,BU03610308,BU03610308,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
250,BU03610309,BU03610309,3.7,2.7,5.0,7.0,4.0,4.0,2.0,3.0,5.0,10.0,2.2,2.2,3.2,12.0,42.0,4.1
251,WK036104,WK036104,1.9,2.7,4.4,6.6,2.3,2.3,2.0,2.4,4.8,8.8,2.2,1.8,3.4,11.9,38.5,2.2
252,BU03610400,BU03610400,2.5,3.0,4.0,7.0,2.8,2.8,2.0,2.0,4.0,8.5,2.7,2.5,2.4,11.7,39.2,2.8
253,BU03610401,BU03610401,1.9,3.0,4.3,6.9,2.3,2.3,2.0,2.3,4.1,8.4,2.2,1.8,3.4,11.9,38.5,2.2
254,BU03610402,BU03610402,1.4,2.7,5.0,6.3,1.8,1.8,2.0,2.9,5.7,8.8,1.8,1.3,4.0,12.0,38.0,1.7
255,BU03610403,BU03610403,1.4,2.4,5.0,6.1,1.6,1.6,2.0,3.0,6.0,9.2,1.6,1.4,4.0,12.1,38.0,1.5
256,BU03610404,BU03610404,1.8,2.0,4.5,6.0,2.1,2.1,2.0,2.4,5.4,9.3,2.1,1.5,4.0,12.0,38.0,2.1
257,BU03610409,BU03610409,2.4,2.6,4.7,6.0,2.6,2.6,2.0,2.6,5.4,9.5,1.7,2.0,3.9,12.6,37.7,2.5
258,WK036105,WK036105,1.5,3.0,5.0,6.8,1.5,1.5,2.0,3.0,6.0,8.2,1.9,3.6,5.0,13.0,38.0,1.9
259,BU03610500,BU03610500,1.1,3.0,5.0,6.6,1.1,1.1,2.0,3.0,6.0,8.7,1.6,3.3,4.9,13.3,38.0,1.5
260,BU03610501,BU03610501,1.3,3.0,5.0,7.0,1.3,1.3,2.0,3.0,6.0,8.5,1.7,3.1,5.0,14.0,38.0,1.7
261,BU03610502,BU03610502,1.7,3.0,5.0,7.0,1.7,1.7,2.0,3.0,6.0,8.0,2.1,3.7,5.0,12.8,38.0,2.1
262,BU03610503,BU03610503,2.1,3.0,5.0,7.0,2.1,2.1,2.0,3.0,6.0,7.4,2.2,4.0,5.0,12.3,38.0,2.6
263,WK036106,WK036106,2.4,2.9,5.0,6.2,3.2,3.2,2.0,3.0,6.0,7.6,2.4,4.6,5.3,13.0,35.9,2.3
264,BU03610600,BU03610600,2.2,3.0,5.0,6.5,2.2,2.2,2.0,3.0,6.0,8.4,2.4,3.7,5.0,13.0,37.0,2.2
265,BU03610601,BU03610601,2.9,2.7,5.0,6.0,4.1,4.1,2.0,3.0,6.0,7.8,2.9,5.4,5.3,13.0,34.3,1.8
266,BU03610602,BU03610602,2.1,2.9,5.0,6.0,4.0,4.0,2.0,3.0,6.0,6.9,2.2,4.9,6.0,13.0,35.5,2.1
267,BU03610603,BU03610603,2.2,3.0,5.0,6.3,3.0,3.0,2.0,3.0,6.0,7.3,2.1,4.3,5.3,13.0,36.5,3.0
268,BU03610604,BU03610604,2.5,3.0,5.0,6.1,3.2,3.2,2.0,3.0,6.0,7.5,2.3,4.7,5.0,13.0,35.9,2.5
269,WK036107,WK036107,2.8,1.7,4.8,6.0,4.9,4.9,1.2,3.0,6.0,7.3,3.4,5.2,5.9,13.0,33.7,1.2
270,BU03610700,BU03610700,2.2,2.0,5.0,6.0,4.8,4.8,1.9,3.0,6.0,6.7,2.7,4.7,6.0,13.0,34.0,1.6
271,BU03610701,BU03610701,2.7,2.0,5.0,6.0,4.7,4.7,1.9,3.0,6.0,7.2,3.2,5.2,6.1,13.0,34.0,0.9
272,BU03610702,BU03610702,3.7,2.1,5.0,6.0,4.6,4.6,1.7,3.0,6.0,8.1,4.2,5.5,6.1,13.0,33.9,0.6
273,BU03610703,BU03610703,3.2,1.1,4.6,6.0,5.3,5.3,0.2,3.0,6.0,7.7,3.8,5.7,5.4,13.0,33.0,1.2
274,BU03610704,BU03610704,2.5,1.0,4.6,6.0,5.4,5.4,0.1,3.0,6.0,7.1,3.1,5.1,5.9,13.0,33.5,1.7
275,BU03610709,BU03610709,3.8,0.9,4.0,6.0,6.3,5.7,0.0,3.0,6.0,6.1,4.4,3.6,6.2,13.0,32.6,3.1
276,WK036108,WK036108,0.7,3.8,5.0,7.0,1.0,1.0,2.0,3.0,6.0,9.3,0.7,2.6,4.2,12.0,39.4,1.1
277,BU03610800,BU03610800,0.4,3.8,5.0,7.0,0.9,0.9,2.0,3.0,6.0,9.4,0.5,2.5,4.1,12.0,39.1,0.9
278,BU03610801,BU03610801,1.0,3.8,5.0,7.0,1.3,1.3,2.0,3.0,6.0,9.3,0.8,3.1,4.2,11.6,40.5,1.4
279,BU03610802,BU03610802,0.7,3.8,5.0,7.0,0.9,0.9,2.0,3.0,6.0,9.5,0.9,2.1,4.0,12.1,38.3,0.8
280,BU03610803,BU03610803,0.6,3.6,5.0,7.1,0.6,0.6,2.0,3.0,6.0,8.7,0.6,3.0,5.0,13.0,38.6,0.9
281,WK036109,WK036109,8.1,0.1,2.5,8.9,8.7,8.1,0.1,1.8,6.4,10.3,8.0,8.5,2.8,10.5,38.9,2.9
282,BU03610900,BU03610900,5.2,0.6,4.0,8.1,7.8,5.3,0.5,3.0,6.2,6.6,5.7,5.6,3.7,11.9,36.9,2.7
283,BU03610901,BU03610901,6.9,0.0,1.8,9.7,10.8,6.8,0.0,1.0,6.8,8.1,7.1,5.8,3.0,11.5,37.0,2.4
284,BU03610902,BU03610902,6.4,0.1,4.3,8.1,6.4,6.4,0.1,3.0,5.5,8.9,6.0,7.8,4.8,10.2,38.5,0.7
285,BU03610903,BU03610903,10.3,0.0,0.3,10.0,11.1,10.2,0.0,0.3,7.0,11.5,10.5,8.8,1.1,11.2,38.0,4.4
286,BU03610904,BU03610904,7.9,0.1,2.9,8.5,8.0,8.0,0.1,2.0,6.4,12.0,7.5,8.7,2.3,10.5,41.9,4.9
287,BU03610905,BU03610905,10.5,0.0,0.4,9.2,10.5,10.5,0.0,0.4,6.3,12.6,10.1,11.4,0.0,10.0,41.1,5.8
288,BU03610906,BU03610906,11.6,0.0,0.1,10.2,11.6,11.6,0.0,0.1,7.9,13.9,11.3,11.8,0.0,8.8,40.5,4.4
289,WK036110,WK036110,11.5,0.0,0.0,10.1,12.3,11.3,0.0,0.0,7.0,11.2,10.6,12.4,0.2,9.1,42.9,1.4
290,BU03611000,BU03611000,13.4,0.0,0.0,8.9,13.4,13.3,0.0,0.0,6.7,12.1,12.6,12.9,0.0,9.0,41.0,2.3
291,BU03611001,BU03611001,11.6,0.0,0.0,11.0,13.3,12.4,0.0,0.0,9.0,9.0,9.6,9.9,1.3,10.1,42.1,3.8
292,BU03611002,BU03611002,12.2,0.0,0.0,11.7,13.0,12.0,0.0,0.0,8.0,11.2,11.7,12.1,0.0,9.0,42.5,1.0
293,BU03611003,BU03611003,11.2,0.0,0.0,9.3,11.9,10.9,0.0,0.0,6.2,12.3,11.1,13.1,0.0,9.0,42.7,0.7
294,BU03611004,BU03611004,10.6,0.0,0.0,11.0,11.4,10.3,0.0,0.0,8.0,10.9,10.6,11.8,0.0,9.0,44.0,4.4
295,BU03611005,BU03611005,11.9,0.0,0.0,11.1,13.1,12.2,0.0,0.0,8.8,7.3,7.8,11.0,0.3,8.6,44.2,2.8
296,BU03611006,BU03611006,12.7,0.0,0.0,13.0,13.0,12.8,0.0,0.0,9.0,4.5,5.0,11.4,0.0,8.0,48.0,4.3
297,WK036111,WK036111,1.4,2.9,5.0,6.3,3.4,3.4,2.0,3.0,6.0,6.4,1.3,4.8,5.6,12.7,36.4,3.2
298,BU03611100,BU03611100,1.4,3.0,5.0,6.5,3.0,3.0,2.0,3.0,6.0,6.4,1.2,4.8,5.4,12.5,36.7,3.4
299,BU03611101,BU03611101,1.5,2.8,5.0,6.0,4.1,4.1,2.0,3.0,6.0,6.3,1.5,4.8,6.0,13.0,36.0,2.9
300,GM0141,GM0141,2.7,1.9,2.5,8.8,15.9,2.7,1.0,1.0,2.3,15.1,2.3,3.8,1.6,6.1,22.4,2.7
301,WK014110,WK014110,0.9,2.0,2.9,9.0,15.2,0.9,1.0,1.0,2.4,14.4,0.5,3.5,2.0,6.4,23.3,0.9
302,BU01411000,BU01411000,1.1,2.0,2.9,9.0,15.4,1.1,1.0,1.0,2.1,14.7,0.5,3.7,1.9,6.1,23.4,0.7
303,BU01411001,BU01411001,0.4,2.0,3.0,9.0,14.8,0.3,1.0,1.0,3.0,14.0,0.8,3.3,2.0,7.0,23.1,1.3
304,BU01411002,BU01411002,0.8,2.0,3.0,9.0,14.8,0.6,1.0,1.0,3.0,14.0,0.4,2.9,2.0,7.0,23.4,1.2
305,BU01411003,BU01411003,1.4,2.0,2.9,9.0,15.6,1.3,1.0,1.0,2.0,14.8,0.3,3.8,2.0,6.0,23.1,0.5
306,WK014111,WK014111,1.2,2.0,3.0,9.0,14.0,1.3,1.0,1.0,3.0,13.3,1.0,3.0,2.0,6.9,21.5,2.3
307,BU01411100,BU01411100,0.8,2.0,3.0,9.0,14.1,1.0,1.0,1.0,3.0,13.4,0.7,3.1,2.0,7.0,22.1,2.0
308,BU01411101,BU01411101,1.3,2.0,3.0,9.0,13.6,1.6,1.0,1.0,3.0,12.8,1.3,3.3,2.0,6.8,21.2,2.6
309,BU01411102,BU01411102,0.9,2.0,3.0,9.0,14.6,0.8,1.0,1.0,3.0,13.8,0.4,2.9,2.0,7.0,22.2,1.6
310,BU01411103,BU01411103,1.4,2.0,3.0,9.0,13.9,1.6,1.0,1.0,3.0,13.1,1.3,2.9,2.0,6.9,21.1,2.6
311,BU01411104,BU01411104,1.2,2.0,3.0,9.0,14.4,1.3,1.0,1.0,3.0,13.7,1.0,2.7,2.0,7.0,21.7,2.1
312,BU01411105,BU01411105,2.5,2.0,3.0,10.0,12.4,2.8,1.0,1.0,3.0,11.6,2.5,3.7,2.0,6.0,20.0,3.8
313,BU01411109,BU01411109,3.1,2.0,3.0,10.9,12.0,3.4,1.0,1.0,3.6,11.2,3.3,4.5,2.0,6.1,20.2,4.2
314,WK014112,WK014112,2.3,2.0,2.2,8.9,16.3,2.4,1.0,1.0,2.0,15.5,1.5,4.8,1.3,6.6,23.3,1.3
315,BU01411200,BU01411200,2.4,2.0,2.0,9.0,16.2,2.6,1.0,1.0,2.0,15.4,1.6,5.0,1.1,7.0,23.2,1.5
316,BU01411201,BU01411201,1.8,2.0,2.5,9.0,15.8,1.9,1.0,1.0,2.0,15.0,1.0,4.5,1.7,6.0,23.1,0.9
317,BU01411202,BU01411202,2.7,2.0,2.0,8.9,16.6,2.8,1.0,1.0,2.0,15.8,1.9,5.1,1.0,7.0,23.3,1.7
318,BU01411203,BU01411203,2.1,2.0,2.0,9.0,16.4,2.0,1.0,1.0,2.0,15.7,1.1,3.9,1.0,6.8,24.0,0.8
319,BU01411204,BU01411204,3.4,2.0,2.0,9.0,17.6,3.3,1.0,1.0,2.0,16.8,2.4,4.8,1.0,6.6,24.5,2.1
320,BU01411205,BU01411205,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
321,BU01411206,BU01411206,3.7,2.0,2.0,8.0,17.5,3.9,1.0,1.0,2.0,16.7,3.0,6.3,1.0,6.5,22.8,2.9
322,BU01411209,BU01411209,3.9,1.4,2.0,8.3,18.0,3.9,0.7,1.0,2.0,17.2,2.8,5.9,1.0,6.4,23.4,2.4
323,WK014113,WK014113,3.3,1.9,2.4,8.3,16.7,3.5,1.0,1.0,2.0,15.8,2.6,6.1,1.3,5.1,21.4,2.8
324,BU01411300,BU01411300,2.5,2.0,2.0,8.8,16.4,2.7,1.0,1.0,2.0,15.6,1.8,5.3,1.0,5.2,22.0,2.0
325,BU01411301,BU01411301,3.7,2.0,2.9,8.0,17.3,3.9,1.0,1.0,2.0,16.2,3.1,6.6,1.4,4.9,20.8,3.3
326,BU01411302,BU01411302,3.2,2.0,2.5,8.0,17.0,3.4,1.0,1.0,2.0,16.2,2.5,6.0,1.0,5.0,21.9,2.7
327,BU01411303,BU01411303,2.5,2.0,2.1,8.7,16.3,2.7,1.0,1.0,2.0,15.6,1.8,5.3,1.0,5.3,22.0,2.0
328,BU01411304,BU01411304,4.7,1.8,3.0,7.3,16.4,4.8,0.8,1.0,2.0,15.3,4.1,7.6,2.0,5.0,20.1,4.3
329,BU01411305,BU01411305,4.5,1.8,3.0,7.9,17.1,4.6,0.9,1.0,2.0,15.8,3.9,7.4,1.8,4.9,20.1,4.0
330,BU01411309,BU01411309,5.2,0.4,2.4,8.0,17.6,5.3,0.1,1.0,2.0,16.0,4.6,8.1,1.4,4.7,20.0,4.8
331,WK014114,WK014114,2.4,2.0,2.1,9.0,16.8,2.3,1.0,1.0,2.0,16.0,2.2,3.2,1.1,6.0,24.5,2.1
332,BU01411400,BU01411400,1.4,2.0,2.6,9.0,15.7,1.3,1.0,1.0,2.0,15.0,1.3,2.3,2.0,6.0,24.9,1.5
333,BU01411401,BU01411401,4.1,1.8,2.0,8.8,18.4,4.0,0.9,1.0,1.9,17.7,3.6,3.9,1.0,5.4,24.1,3.3
334,BU01411402,BU01411402,1.7,2.0,2.1,9.0,16.1,1.6,1.0,1.0,2.0,15.4,1.7,2.9,1.3,6.0,24.9,1.7
335,BU01411403,BU01411403,2.4,2.0,2.0,9.0,16.8,2.3,1.0,1.0,2.0,16.0,2.2,3.2,1.0,6.0,24.7,2.0
336,BU01411404,BU01411404,2.2,2.0,2.0,9.0,16.7,2.1,1.0,1.0,2.0,15.9,2.3,3.1,1.0,6.0,24.9,2.2
337,BU01411405,BU01411405,2.8,2.0,2.0,9.0,17.3,2.7,1.0,1.0,2.0,16.5,2.5,3.7,1.0,6.0,23.9,2.2
338,BU01411406,BU01411406,2.6,2.0,2.0,9.0,17.1,2.5,1.0,1.0,2.0,16.3,2.7,3.5,1.0,6.0,24.1,2.4
339,BU01411409,BU01411409,3.2,1.6,2.2,9.0,17.4,3.1,0.8,1.0,2.0,16.6,2.5,2.9,1.1,5.8,24.9,2.6
340,WK014115,WK014115,1.6,2.0,2.9,9.0,15.4,1.4,1.0,1.0,2.1,14.7,1.1,2.1,2.0,6.0,23.9,1.8
341,BU01411500,BU01411500,1.6,2.0,3.0,9.0,15.4,1.4,1.0,1.0,2.1,14.7,1.1,2.1,2.0,6.0,24.7,1.7
342,BU01411501,BU01411501,1.6,2.0,3.0,9.0,15.3,1.3,1.0,1.0,2.1,14.5,1.0,2.2,2.0,6.0,23.1,1.7
343,BU01411502,BU01411502,1.9,2.0,2.7,9.0,15.7,1.7,1.0,1.0,2.0,15.0,1.4,1.8,2.0,6.0,24.4,2.0
344,WK014116,WK014116,2.1,2.0,2.6,9.0,15.5,2.0,1.0,1.0,2.3,14.7,1.7,1.7,2.0,6.3,22.4,2.4
345,BU01411600,BU01411600,1.7,2.0,3.0,9.0,14.6,1.8,1.0,1.0,3.0,13.9,1.5,2.1,2.0,7.0,21.2,2.4
346,BU01411601,BU01411601,1.8,2.0,3.0,9.0,14.9,1.7,1.0,1.0,2.8,14.1,1.4,2.0,2.0,6.7,22.0,2.1
347,BU01411602,BU01411602,2.2,2.0,2.0,9.0,16.0,2.0,1.0,1.0,2.0,15.2,1.7,1.5,2.0,6.0,23.1,2.3
348,BU01411603,BU01411603,2.0,2.0,3.0,9.0,15.4,1.8,1.0,1.0,2.0,14.7,1.5,1.8,2.0,6.0,22.7,2.2
349,BU01411604,BU01411604,2.5,2.0,2.1,9.0,16.1,2.3,1.0,1.0,2.0,15.4,2.0,1.2,2.0,6.0,22.8,2.6
350,BU01411605,BU01411605,2.2,2.0,2.9,9.0,15.4,2.1,1.0,1.0,2.1,14.6,1.8,1.8,2.0,6.1,22.1,2.4
351,WK014117,WK014117,1.0,2.0,3.0,9.1,13.8,1.3,1.0,1.0,3.0,13.0,1.3,4.0,2.0,6.6,21.7,2.5
352,BU01411700,BU01411700,0.4,2.0,3.0,9.0,14.4,0.5,1.0,1.0,3.0,13.6,0.6,3.5,2.0,7.0,22.8,1.7
353,BU01411701,BU01411701,0.5,2.0,3.0,9.0,14.1,0.8,1.0,1.0,3.0,13.3,0.9,3.7,2.0,7.0,22.1,2.1
354,BU01411702,BU01411702,1.0,2.0,3.0,9.0,14.0,1.3,1.0,1.0,3.0,13.2,1.5,4.2,2.0,6.6,21.5,2.7
355,BU01411703,BU01411703,1.4,2.0,3.0,9.0,13.3,1.8,1.0,1.0,3.0,12.5,1.7,4.1,2.0,6.2,21.2,3.0
356,BU01411709,BU01411709,2.8,2.0,3.0,9.9,13.2,3.1,1.0,1.0,3.0,12.3,3.0,5.5,2.2,5.9,20.3,3.9
357,WK014118,WK014118,3.8,2.0,2.1,8.0,17.4,3.9,1.0,1.0,2.0,16.6,3.3,6.7,1.0,5.5,21.3,3.3
