ID,DistrictsAndNeighbourhoods,Encoding_3,DistanceToLargeSupermarket_24,Within1Km_25,Within3Km_26,Within5Km_27,DistanceToShopForOtherDailyFood_28,DistanceToDepartmentStore_32,Within5Km_33,Within10Km_34,Within20Km_35,DistanceToCafeEtc_36,Within1Km_37,Within3Km_38,Within5Km_39,DistanceToCafeteriaEtc_40,Within1Km_41,Within3Km_42,Within5Km_43
168,BU04820302,BU04820302,0.8,1.3,5.0,5.4,0.5,1.3,1.0,6.0,29.0,1.2,0.0,4.0,4.8,       .,       .,       .,       .
169,BU04820303,BU04820303,0.8,1.0,5.0,5.2,0.8,1.6,1.0,5.8,28.8,1.5,0.0,4.0,4.0,       .,       .,       .,       .
170,BU04820304,BU04820304,0.3,1.9,5.0,6.6,0.3,1.3,1.0,5.7,28.8,1.1,0.4,4.0,4.2,       .,       .,       .,       .
171,BU04820305,BU04820305,0.3,3.9,5.0,8.0,0.3,0.8,1.8,6.0,29.0,0.6,3.0,4.0,4.2,       .,       .,       .,       .
172,BU04820306,BU04820306,0.5,2.9,5.0,7.3,0.3,0.8,1.0,6.0,29.0,0.8,0.9,4.0,5.7,       .,       .,       .,       .
173,BU04820307,BU04820307,0.7,1.8,5.0,6.1,0.3,1.2,1.0,6.0,29.5,1.2,0.1,4.0,6.0,       .,       .,       .,       .
174,WK048204,WK048204,0.7,1.4,5.0,7.2,0.7,1.5,1.2,5.3,27.7,1.3,0.2,4.0,4.2,       .,       .,       .,       .
175,BU04820401,BU04820401,0.7,1.0,5.0,6.0,0.7,1.7,1.0,5.0,27.0,1.6,0.0,4.0,4.0,       .,       .,       .,       .
176,BU04820402,BU04820402,0.5,1.4,5.0,6.9,0.5,1.4,1.0,5.3,28.1,1.2,0.1,4.0,4.0,       .,       .,       .,       .
177,BU04820403,BU04820403,1.3,0.0,5.0,10.6,1.3,1.8,2.2,5.1,27.0,1.5,0.0,4.0,5.6,       .,       .,       .,       .
178,BU04820404,BU04820404,0.4,3.3,5.0,8.0,0.4,1.1,1.2,6.0,29.0,1.0,1.0,4.0,4.0,       .,       .,       .,       .
179,WK048205,WK048205,1.2,0.1,4.8,11.2,1.0,2.0,2.0,5.0,27.1,0.8,2.5,4.0,6.0,       .,       .,       .,       .
180,BU04820501,BU04820501,1.0,0.1,5.0,11.2,0.9,1.9,2.0,5.0,27.1,0.7,2.9,4.0,6.0,       .,       .,       .,       .
181,BU04820502,BU04820502,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
182,BU04820503,BU04820503,2.1,0.0,4.0,11.1,1.9,2.9,2.0,5.0,27.0,1.7,0.0,4.0,6.0,       .,       .,       .,       .
183,WK048206,WK048206,1.7,0.0,4.1,8.9,1.6,2.3,1.9,5.4,27.0,1.8,0.0,3.8,5.3,       .,       .,       .,       .
184,BU04820601,BU04820601,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
185,BU04820602,BU04820602,1.7,0.1,4.2,5.5,1.7,2.3,1.0,4.9,25.2,2.2,0.0,4.0,4.0,       .,       .,       .,       .
186,BU04820603,BU04820603,2.0,0.1,3.2,5.9,1.9,2.6,1.1,4.5,24.5,2.4,0.0,2.7,4.1,       .,       .,       .,       .
187,BU04820604,BU04820604,1.7,0.0,4.2,10.9,1.6,2.1,2.4,5.8,28.0,1.5,0.0,4.0,6.0,       .,       .,       .,       .
188,GM0613,GM0613,0.9,0.9,5.1,17.9,0.8,1.9,1.8,7.5,33.9,1.2,0.3,2.6,9.3,       .,       .,       .,       .
189,WK061301,WK061301,1.2,0.1,5.4,16.1,1.2,2.1,2.0,6.4,32.6,1.2,0.2,2.7,6.9,       .,       .,       .,       .
190,BU06130101,BU06130101,1.2,0.1,5.5,16.0,1.1,2.1,2.0,6.3,32.4,1.2,0.2,2.7,7.0,       .,       .,       .,       .
191,BU06130102,BU06130102,1.0,0.5,5.0,16.5,1.0,1.5,2.0,7.0,34.5,1.2,0.1,3.0,7.0,       .,       .,       .,       .
192,BU06130103,BU06130103,1.4,0.0,4.0,18.0,1.5,1.5,2.0,6.1,36.0,0.8,0.9,3.0,5.3,       .,       .,       .,       .
193,BU06130104,BU06130104,2.2,0.0,3.9,16.2,2.2,2.4,1.5,6.5,35.0,1.3,0.3,2.3,4.4,       .,       .,       .,       .
194,WK061302,WK061302,1.5,0.1,3.8,18.0,1.5,1.5,1.4,6.5,36.4,0.7,0.9,2.9,6.5,       .,       .,       .,       .
195,BU06130205,BU06130205,1.5,0.1,3.8,18.1,1.5,1.5,1.4,6.5,36.4,0.7,0.9,2.9,6.5,       .,       .,       .,       .
196,BU06130207,BU06130207,1.8,0.0,2.4,13.3,1.8,1.9,1.1,8.2,35.4,1.5,0.1,2.0,6.8,       .,       .,       .,       .
197,WK061303,WK061303,0.8,1.2,6.7,15.8,0.8,2.4,2.0,5.8,29.6,1.0,0.5,3.3,6.7,       .,       .,       .,       .
198,BU06130308,BU06130308,0.4,2.0,11.4,16.0,0.3,2.4,2.0,6.0,30.6,0.3,1.0,3.6,7.0,       .,       .,       .,       .
199,BU06130309,BU06130309,0.8,1.4,5.8,16.0,0.8,2.2,2.0,6.0,29.8,1.0,0.4,3.3,7.0,       .,       .,       .,       .
200,BU06130310,BU06130310,0.3,2.0,9.6,16.0,0.3,2.6,2.0,6.0,29.5,0.4,1.0,3.6,7.0,       .,       .,       .,       .
201,BU06130311,BU06130311,1.1,0.7,4.7,15.9,1.0,2.2,2.0,5.7,29.4,1.3,0.1,3.1,6.5,       .,       .,       .,       .
202,BU06130312,BU06130312,1.3,0.4,4.6,14.9,1.2,2.8,1.7,5.3,27.5,1.4,0.2,2.8,6.0,       .,       .,       .,       .
203,BU06130313,BU06130313,1.3,0.2,4.0,11.8,0.6,1.4,1.1,5.9,33.3,0.7,0.8,2.9,4.6,       .,       .,       .,       .
204,WK061304,WK061304,0.8,1.3,2.8,13.8,0.6,0.9,1.1,7.1,35.2,1.0,0.5,2.4,7.0,       .,       .,       .,       .
205,BU06130414,BU06130414,0.4,2.0,3.9,17.5,0.3,0.5,1.4,6.2,35.7,1.1,0.4,3.0,6.9,       .,       .,       .,       .
206,BU06130415,BU06130415,0.7,1.6,2.1,13.4,0.7,0.9,1.0,9.0,35.0,1.3,0.1,2.0,8.0,       .,       .,       .,       .
207,BU06130416,BU06130416,1.4,0.0,2.9,15.6,1.4,1.6,1.0,10.5,35.4,1.7,0.0,2.0,10.7,       .,       .,       .,       .
208,BU06130417,BU06130417,0.4,2.0,3.5,13.7,0.3,0.5,1.0,6.1,35.0,0.6,1.0,2.7,6.2,       .,       .,       .,       .
209,BU06130418,BU06130418,1.1,0.2,2.0,12.2,0.9,1.4,1.0,7.1,35.0,1.1,0.3,2.0,7.7,       .,       .,       .,       .
210,BU06130419,BU06130419,0.8,1.5,3.0,11.5,0.3,0.9,1.0,6.0,35.0,0.4,1.0,2.2,4.9,       .,       .,       .,       .
211,BU06130420,BU06130420,1.9,0.0,2.0,13.2,1.9,2.1,1.4,8.3,35.0,2.2,0.0,2.0,7.4,       .,       .,       .,       .
212,WK061305,WK061305,2.3,0.0,2.0,9.9,2.2,2.4,1.6,6.1,34.7,2.8,0.0,0.8,3.9,       .,       .,       .,       .
213,BU06130521,BU06130521,2.4,0.1,2.9,7.8,2.3,2.5,2.1,7.5,35.2,3.5,0.0,0.4,4.6,       .,       .,       .,       .
214,BU06130522,BU06130522,2.3,0.0,1.9,10.0,2.2,2.4,1.6,6.0,34.7,2.7,0.0,0.8,3.9,       .,       .,       .,       .
215,WK061306,WK061306,0.7,0.8,6.2,24.5,0.7,2.2,2.4,10.1,36.5,1.7,0.0,2.3,15.7,       .,       .,       .,       .
216,BU06130623,BU06130623,0.6,1.0,9.1,30.3,0.6,2.7,3.0,11.2,36.1,1.4,0.0,3.4,23.5,       .,       .,       .,       .
217,BU06130624,BU06130624,0.4,1.0,8.3,28.7,0.4,2.4,3.0,11.0,36.1,1.4,0.0,3.1,21.5,       .,       .,       .,       .
218,BU06130625,BU06130625,1.2,0.6,2.6,17.9,1.2,2.5,2.0,8.8,36.8,1.3,0.4,1.0,8.1,       .,       .,       .,       .
219,BU06130626,BU06130626,1.0,0.5,3.4,18.6,1.0,1.8,1.8,8.8,36.9,2.0,0.0,1.1,7.6,       .,       .,       .,       .
220,WK061307,WK061307,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
221,BU06130706,BU06130706,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
222,GM0361,GM0361,0.9,1.8,11.1,21.3,0.7,2.4,3.5,7.1,15.5,1.3,3.5,24.5,36.3,       .,       .,       .,       .
223,WK036101,WK036101,0.7,2.2,15.1,26.4,0.4,0.8,4.8,7.7,17.6,0.8,4.8,43.4,48.0,       .,       .,       .,       .
224,BU03610100,BU03610100,0.5,3.7,13.7,24.1,0.5,0.6,4.0,7.0,18.0,1.2,0.1,41.8,48.0,       .,       .,       .,       .
225,BU03610101,BU03610101,0.5,3.6,13.5,24.0,0.3,0.8,4.8,7.8,18.0,1.0,0.5,43.1,48.0,       .,       .,       .,       .
226,BU03610102,BU03610102,0.6,3.0,14.8,27.3,0.4,1.1,5.0,8.0,18.3,0.8,10.6,44.0,48.9,       .,       .,       .,       .
227,BU03610103,BU03610103,0.7,4.3,14.8,27.3,0.2,0.9,5.0,8.0,18.0,1.0,1.0,43.6,48.1,       .,       .,       .,       .
228,BU03610104,BU03610104,1.0,1.3,15.5,27.8,0.4,1.0,5.0,7.9,17.4,0.7,6.4,44.0,48.1,       .,       .,       .,       .
229,BU03610105,BU03610105,0.9,0.9,16.9,28.1,0.3,0.9,5.0,8.0,17.7,0.3,10.0,44.0,48.2,       .,       .,       .,       .
230,BU03610106,BU03610106,0.7,1.0,15.0,25.4,0.5,0.9,4.4,7.4,16.8,1.0,0.5,43.1,48.0,       .,       .,       .,       .
231,BU03610107,BU03610107,1.0,0.3,15.1,27.5,0.8,1.5,4.9,7.1,16.9,0.7,1.8,43.3,48.0,       .,       .,       .,       .
232,BU03610108,BU03610108,0.9,0.7,16.9,27.0,0.3,0.7,5.2,8.0,16.2,0.4,10.6,44.0,46.6,       .,       .,       .,       .
233,BU03610109,BU03610109,0.5,2.3,14.9,26.7,0.3,0.5,4.7,7.6,17.7,1.1,0.6,43.7,48.0,       .,       .,       .,       .
234,WK036102,WK036102,0.8,1.4,11.4,26.8,0.6,2.2,3.9,8.0,16.4,0.7,2.6,33.6,46.9,       .,       .,       .,       .
235,BU03610200,BU03610200,0.7,3.5,17.4,27.1,0.4,1.3,4.0,8.0,16.9,0.7,9.0,43.5,46.9,       .,       .,       .,       .
236,BU03610201,BU03610201,0.8,0.7,9.3,27.6,0.7,2.9,4.0,8.0,16.6,0.7,0.7,28.5,46.9,       .,       .,       .,       .
237,BU03610202,BU03610202,0.7,1.2,9.1,28.3,0.5,2.7,4.0,8.0,16.9,0.6,1.0,33.5,47.2,       .,       .,       .,       .
238,BU03610203,BU03610203,1.1,1.6,13.0,25.2,1.0,1.7,3.9,8.0,17.0,0.5,3.6,39.4,46.0,       .,       .,       .,       .
239,BU03610204,BU03610204,0.6,1.0,11.3,26.1,0.5,2.0,4.0,8.0,16.8,0.7,1.1,40.8,47.4,       .,       .,       .,       .
240,BU03610205,BU03610205,0.4,1.2,10.9,27.0,0.3,2.0,4.0,8.0,17.0,0.7,1.2,41.0,48.0,       .,       .,       .,       .
241,BU03610206,BU03610206,0.3,1.9,9.2,27.8,0.4,2.3,4.0,8.0,16.3,0.7,1.4,40.3,48.0,       .,       .,       .,       .
242,BU03610208,BU03610208,1.6,0.0,9.4,24.9,1.0,2.9,3.2,8.0,13.2,0.9,0.8,4.1,45.9,       .,       .,       .,       .
243,BU03610209,BU03610209,2.0,0.0,2.9,28.4,1.4,3.5,3.2,7.7,13.3,1.9,0.0,2.7,31.5,       .,       .,       .,       .
244,WK036103,WK036103,0.8,2.1,11.9,22.5,0.4,1.5,4.3,7.8,18.1,0.6,2.2,38.5,46.9,       .,       .,       .,       .
245,BU03610300,BU03610300,0.8,0.9,12.6,24.6,0.5,1.6,4.8,8.0,18.3,1.0,4.4,42.2,46.0,       .,       .,       .,       .
246,BU03610301,BU03610301,0.8,2.1,11.5,21.0,0.5,1.6,4.4,7.7,18.0,0.6,1.1,38.0,46.6,       .,       .,       .,       .
247,BU03610302,BU03610302,0.8,2.6,11.5,21.1,0.3,1.6,4.0,7.6,18.0,0.3,1.0,35.7,47.6,       .,       .,       .,       .
248,BU03610303,BU03610303,0.4,3.5,11.9,22.9,0.4,1.0,4.2,7.7,18.0,0.8,1.0,38.8,48.0,       .,       .,       .,       .
249,BU03610308,BU03610308,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
250,BU03610309,BU03610309,2.2,0.0,5.1,16.8,1.9,2.8,3.7,7.0,18.0,1.9,0.0,7.4,44.8,       .,       .,       .,       .
251,WK036104,WK036104,0.6,1.7,11.7,26.2,0.5,1.5,4.8,7.0,14.9,0.6,2.1,39.4,47.4,       .,       .,       .,       .
252,BU03610400,BU03610400,0.3,2.7,11.1,22.4,0.6,2.0,4.2,6.2,15.5,0.4,1.6,33.5,47.3,       .,       .,       .,       .
253,BU03610401,BU03610401,0.5,2.1,11.3,26.5,0.5,1.5,5.3,7.0,14.9,0.4,1.6,42.0,46.5,       .,       .,       .,       .
254,BU03610402,BU03610402,0.9,1.0,13.3,29.6,0.6,1.0,5.2,7.5,15.2,0.6,5.0,42.7,49.1,       .,       .,       .,       .
255,BU03610403,BU03610403,0.9,0.8,13.5,28.6,0.4,1.1,4.7,7.8,15.0,0.8,3.5,42.8,48.3,       .,       .,       .,       .
256,BU03610404,BU03610404,0.4,1.0,11.4,27.4,0.4,1.4,4.6,7.0,13.8,1.1,0.8,42.1,46.9,       .,       .,       .,       .
257,BU03610409,BU03610409,1.8,0.0,8.2,30.0,1.7,2.2,4.9,7.6,13.5,2.0,0.0,29.7,50.1,       .,       .,       .,       .
258,WK036105,WK036105,0.6,1.2,15.7,28.0,0.6,1.5,4.0,8.0,14.0,1.5,0.2,37.9,47.1,       .,       .,       .,       .
259,BU03610500,BU03610500,0.8,0.9,16.0,28.0,0.7,1.6,4.0,8.0,14.1,1.2,0.5,40.5,47.1,       .,       .,       .,       .
260,BU03610501,BU03610501,0.3,1.6,15.0,28.0,0.2,1.6,4.0,8.0,14.0,1.3,0.0,40.8,48.0,       .,       .,       .,       .
261,BU03610502,BU03610502,0.5,1.6,15.5,28.1,0.5,1.5,4.0,8.0,14.0,1.7,0.0,39.4,47.3,       .,       .,       .,       .
262,BU03610503,BU03610503,0.5,1.2,15.7,27.7,0.5,1.4,4.0,8.0,14.0,1.9,0.0,30.5,46.6,       .,       .,       .,       .
263,WK036106,WK036106,0.8,2.6,11.0,22.0,0.7,1.2,3.2,8.0,13.1,2.2,0.0,5.8,39.8,       .,       .,       .,       .
264,BU03610600,BU03610600,0.8,1.1,13.4,26.7,0.7,1.7,3.8,8.0,13.6,2.2,0.0,19.1,46.9,       .,       .,       .,       .
265,BU03610601,BU03610601,1.0,1.3,9.7,17.0,1.0,1.5,2.4,8.0,13.0,2.7,0.0,0.9,27.3,       .,       .,       .,       .
266,BU03610602,BU03610602,0.8,2.4,10.7,20.7,0.8,1.2,3.5,8.0,13.0,2.0,0.0,1.8,32.6,       .,       .,       .,       .
267,BU03610603,BU03610603,0.8,3.2,10.6,23.5,0.7,0.8,3.3,8.0,13.0,2.0,0.0,2.7,46.3,       .,       .,       .,       .
268,BU03610604,BU03610604,0.3,5.6,10.1,20.7,0.3,0.7,3.0,8.0,13.0,2.2,0.0,1.2,45.2,       .,       .,       .,       .
269,WK036107,WK036107,0.8,0.7,7.8,13.5,1.0,2.6,1.7,7.7,13.0,2.2,0.0,1.7,6.8,       .,       .,       .,       .
270,BU03610700,BU03610700,0.4,1.0,9.3,15.2,0.4,2.0,2.0,8.0,13.0,2.3,0.0,2.1,7.8,       .,       .,       .,       .
271,BU03610701,BU03610701,0.8,1.1,9.0,13.9,0.8,2.3,2.0,8.0,13.0,2.4,0.0,2.0,6.7,       .,       .,       .,       .
272,BU03610702,BU03610702,0.5,0.9,4.7,12.6,1.0,3.2,1.3,7.9,13.0,1.5,0.1,1.0,9.5,       .,       .,       .,       .
273,BU03610703,BU03610703,1.1,0.2,7.1,11.6,1.5,2.9,1.3,7.3,13.0,2.1,0.0,1.1,4.3,       .,       .,       .,       .
274,BU03610704,BU03610704,1.2,0.2,8.6,13.7,1.2,2.7,2.0,7.2,13.0,2.6,0.0,2.2,5.7,       .,       .,       .,       .
275,BU03610709,BU03610709,2.6,0.0,2.7,13.3,2.7,3.0,2.0,6.0,12.5,1.6,0.2,2.0,6.7,       .,       .,       .,       .
276,WK036108,WK036108,0.4,4.6,18.5,27.0,0.2,0.5,5.0,8.0,17.3,0.2,25.3,44.4,46.9,       .,       .,       .,       .
277,BU03610800,BU03610800,0.3,6.0,18.9,27.6,0.1,0.3,5.0,8.0,17.6,0.2,34.3,45.0,48.0,       .,       .,       .,       .
278,BU03610801,BU03610801,0.3,4.6,17.8,26.3,0.2,0.8,5.0,8.0,18.0,0.3,26.6,44.3,46.5,       .,       .,       .,       .
279,BU03610802,BU03610802,0.7,2.6,18.4,27.1,0.3,0.3,5.0,8.0,16.1,0.2,13.4,43.8,46.1,       .,       .,       .,       .
280,BU03610803,BU03610803,0.4,4.5,20.1,28.1,0.6,1.0,4.5,8.0,16.6,0.5,17.9,43.7,46.5,       .,       .,       .,       .
281,WK036109,WK036109,2.8,0.3,0.5,2.4,2.4,7.6,0.1,3.4,16.0,2.0,0.3,0.8,3.2,       .,       .,       .,       .
282,BU03610900,BU03610900,2.6,0.0,1.2,9.3,1.0,5.2,0.6,6.6,13.0,1.0,0.7,1.1,2.8,       .,       .,       .,       .
283,BU03610901,BU03610901,2.1,0.1,1.0,2.2,2.1,6.7,0.0,2.9,12.1,1.6,0.2,1.0,3.8,       .,       .,       .,       .
284,BU03610902,BU03610902,0.8,0.8,1.0,2.1,0.7,6.4,0.1,5.3,16.1,2.5,0.0,0.9,4.4,       .,       .,       .,       .
285,BU03610903,BU03610903,3.9,0.0,0.0,1.2,3.9,7.7,0.0,1.3,15.0,0.5,0.9,1.0,2.9,       .,       .,       .,       .
286,BU03610904,BU03610904,5.0,0.0,0.1,1.0,4.7,7.9,0.0,3.5,18.1,1.6,0.5,0.9,3.1,       .,       .,       .,       .
287,BU03610905,BU03610905,5.5,0.0,0.0,0.2,5.2,10.5,0.0,0.4,17.9,2.8,0.0,0.7,1.0,       .,       .,       .,       .
288,BU03610906,BU03610906,4.3,0.0,0.0,1.0,3.2,11.6,0.0,0.1,18.4,4.1,0.0,0.0,1.6,       .,       .,       .,       .
289,WK036110,WK036110,1.6,0.6,0.8,1.2,1.4,10.6,0.1,0.5,17.4,1.8,0.3,0.8,1.2,       .,       .,       .,       .
290,BU03611000,BU03611000,2.3,0.0,0.9,1.0,1.1,12.5,0.0,0.0,17.9,2.8,0.0,0.9,1.0,       .,       .,       .,       .
291,BU03611001,BU03611001,3.8,0.0,0.0,1.0,2.9,9.5,0.0,1.8,19.0,4.3,0.0,0.0,1.0,       .,       .,       .,       .
292,BU03611002,BU03611002,0.9,0.7,1.0,1.0,0.5,11.6,0.0,0.0,18.2,1.4,0.1,1.0,1.0,       .,       .,       .,       .
293,BU03611003,BU03611003,0.8,0.8,1.0,1.3,0.8,11.1,0.0,0.0,16.8,1.0,0.5,1.0,1.3,       .,       .,       .,       .
294,BU03611004,BU03611004,4.4,0.0,0.0,1.0,4.4,10.6,0.0,0.0,16.4,4.9,0.0,0.0,0.6,       .,       .,       .,       .
295,BU03611005,BU03611005,6.9,0.0,0.0,0.3,6.2,7.7,0.1,3.5,17.9,6.3,0.0,0.0,0.3,       .,       .,       .,       .
296,BU03611006,BU03611006,4.9,0.0,0.0,1.8,4.6,4.9,1.0,4.0,19.9,4.2,0.0,0.0,2.2,       .,       .,       .,       .
297,WK036111,WK036111,1.5,0.0,10.9,23.3,1.1,1.9,3.6,8.0,13.0,1.2,0.2,3.2,41.2,       .,       .,       .,       .
298,BU03611100,BU03611100,1.5,0.0,11.4,24.6,1.0,2.0,3.7,8.0,13.0,1.1,0.3,3.7,46.4,       .,       .,       .,       .
299,BU03611101,BU03611101,1.4,0.1,10.0,21.3,1.2,1.9,3.4,8.0,13.0,1.4,0.0,2.5,32.8,       .,       .,       .,       .
300,GM0141,GM0141,0.9,1.8,10.6,19.0,0.7,2.3,1.9,4.2,13.5,1.3,1.6,10.1,17.9,       .,       .,       .,       .
301,WK014110,WK014110,0.7,2.5,18.0,22.0,0.3,0.9,2.0,4.5,13.0,0.3,6.4,18.0,19.0,       .,       .,       .,       .
302,BU01411000,BU01411000,0.8,1.1,18.3,22.0,0.3,1.0,2.0,4.1,13.0,0.3,5.2,18.0,19.0,       .,       .,       .,       .
303,BU01411001,BU01411001,0.7,3.3,16.6,22.0,0.2,0.3,2.0,5.0,13.0,0.2,9.2,18.0,19.0,       .,       .,       .,       .
304,BU01411002,BU01411002,0.4,6.4,17.0,22.1,0.3,0.7,2.0,5.0,13.1,0.3,9.6,18.0,19.0,       .,       .,       .,       .
305,BU01411003,BU01411003,1.0,0.7,19.6,22.0,0.3,1.3,2.0,4.0,13.0,0.3,2.4,18.0,19.0,       .,       .,       .,       .
306,WK014111,WK014111,0.6,2.4,12.1,22.6,0.5,1.5,2.0,4.9,13.7,0.5,3.4,16.3,18.7,       .,       .,       .,       .
307,BU01411100,BU01411100,0.5,3.3,13.6,22.7,0.4,1.2,2.0,5.0,13.7,0.4,5.9,17.2,19.1,       .,       .,       .,       .
308,BU01411101,BU01411101,0.3,1.5,11.0,22.2,0.5,1.8,2.0,5.0,13.2,0.6,1.2,15.9,18.0,       .,       .,       .,       .
309,BU01411102,BU01411102,0.4,4.7,14.9,22.8,0.3,0.9,2.0,5.0,13.7,0.4,8.5,17.7,19.0,       .,       .,       .,       .
310,BU01411103,BU01411103,0.7,1.4,11.2,22.9,0.4,1.8,2.0,4.9,13.9,0.4,1.3,15.9,18.5,       .,       .,       .,       .
311,BU01411104,BU01411104,0.8,2.2,12.1,23.0,0.7,1.5,2.0,5.0,14.0,0.6,2.8,16.7,19.6,       .,       .,       .,       .
312,BU01411105,BU01411105,1.4,0.0,3.9,19.6,1.4,3.0,1.9,4.0,14.1,1.7,0.0,9.4,17.9,       .,       .,       .,       .
313,BU01411109,BU01411109,2.4,0.2,2.5,12.8,1.6,3.6,1.3,4.5,15.5,2.6,0.2,3.9,15.7,       .,       .,       .,       .
314,WK014112,WK014112,0.8,1.8,14.6,20.8,1.1,1.7,2.0,4.1,12.9,1.2,0.7,14.4,18.9,       .,       .,       .,       .
315,BU01411200,BU01411200,0.3,2.0,14.2,20.5,1.3,1.5,2.0,4.2,12.9,1.2,0.2,14.4,19.0,       .,       .,       .,       .
316,BU01411201,BU01411201,0.6,2.5,17.5,21.3,0.8,1.3,2.0,4.3,13.0,0.7,1.9,17.1,19.0,       .,       .,       .,       .
317,BU01411202,BU01411202,0.7,2.0,12.3,20.3,1.5,1.9,2.0,4.0,12.7,1.6,0.0,11.7,19.0,       .,       .,       .,       .
318,BU01411203,BU01411203,1.5,0.0,16.7,22.0,0.8,2.0,2.0,4.0,13.0,1.3,0.0,18.3,19.0,       .,       .,       .,       .
319,BU01411204,BU01411204,1.9,0.0,8.4,21.6,1.8,3.0,2.3,4.0,13.3,2.2,0.0,8.1,19.9,       .,       .,       .,       .
320,BU01411205,BU01411205,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
321,BU01411206,BU01411206,1.4,0.0,5.8,18.3,1.4,2.9,2.0,4.0,12.0,2.5,0.0,2.5,18.8,       .,       .,       .,       .
322,BU01411209,BU01411209,2.0,0.2,8.1,17.7,2.0,3.0,1.9,4.0,12.3,2.6,0.0,6.6,15.2,       .,       .,       .,       .
323,WK014113,WK014113,0.8,2.2,8.7,17.5,0.6,1.3,2.0,5.0,12.4,1.3,0.5,6.2,16.6,       .,       .,       .,       .
324,BU01411300,BU01411300,0.3,3.9,10.3,20.1,0.3,0.6,2.0,5.0,12.6,0.6,1.2,10.6,18.9,       .,       .,       .,       .
325,BU01411301,BU01411301,1.0,0.7,8.0,17.4,1.2,1.8,2.0,5.0,12.0,1.9,0.0,2.4,16.7,       .,       .,       .,       .
326,BU01411302,BU01411302,0.4,2.1,8.2,19.2,0.5,1.1,2.0,5.0,12.0,1.2,0.2,3.1,18.1,       .,       .,       .,       .
327,BU01411303,BU01411303,0.3,3.5,10.4,20.1,0.3,0.6,2.0,5.0,12.6,0.5,1.0,10.9,18.9,       .,       .,       .,       .
328,BU01411304,BU01411304,1.9,0.0,5.4,10.3,0.9,2.7,1.9,5.0,13.0,2.8,0.0,1.0,9.8,       .,       .,       .,       .
329,BU01411305,BU01411305,1.6,0.0,6.7,11.2,1.1,2.5,1.9,5.0,12.4,2.5,0.0,1.0,11.4,       .,       .,       .,       .
330,BU01411309,BU01411309,2.1,0.0,3.0,8.5,1.7,3.3,1.3,4.7,12.3,3.3,0.0,0.1,4.5,       .,       .,       .,       .
331,WK014114,WK014114,0.6,2.0,12.5,22.8,0.5,2.2,2.5,4.0,13.6,0.5,1.7,16.0,19.7,       .,       .,       .,       .
332,BU01411400,BU01411400,0.7,3.9,15.9,24.5,0.5,1.3,2.9,4.0,14.2,0.5,3.8,17.9,20.8,       .,       .,       .,       .
333,BU01411401,BU01411401,2.0,0.4,4.8,17.7,2.1,3.4,1.9,3.6,13.8,1.8,0.2,5.0,17.9,       .,       .,       .,       .
334,BU01411402,BU01411402,0.9,1.5,14.0,23.8,0.4,1.6,2.9,4.0,13.9,0.4,2.8,18.6,20.5,       .,       .,       .,       .
335,BU01411403,BU01411403,0.3,2.0,12.9,23.1,0.4,2.3,2.8,4.0,13.8,0.4,1.5,16.8,19.9,       .,       .,       .,       .
336,BU01411404,BU01411404,0.4,2.0,12.7,23.7,0.4,2.1,3.0,4.0,14.0,0.4,1.9,16.6,20.5,       .,       .,       .,       .
337,BU01411405,BU01411405,0.6,2.0,11.6,22.0,0.6,2.7,2.0,4.0,13.0,0.6,1.0,14.7,19.0,       .,       .,       .,       .
338,BU01411406,BU01411406,0.4,2.0,11.0,22.1,0.4,2.5,2.2,4.0,13.2,0.4,1.1,14.5,19.1,       .,       .,       .,       .
339,BU01411409,BU01411409,1.6,0.1,9.6,21.2,1.6,2.4,2.5,3.8,14.5,1.7,0.3,11.4,18.8,       .,       .,       .,       .
340,WK014115,WK014115,0.3,5.3,15.1,22.9,0.3,1.5,2.4,4.1,14.3,0.4,3.6,17.4,19.7,       .,       .,       .,       .
341,BU01411500,BU01411500,0.3,5.3,15.5,23.4,0.2,1.5,2.9,4.1,14.5,0.3,4.1,17.6,20.1,       .,       .,       .,       .
342,BU01411501,BU01411501,0.3,5.4,15.3,22.8,0.3,1.5,2.0,4.3,13.9,0.4,4.0,17.5,19.4,       .,       .,       .,       .
343,BU01411502,BU01411502,0.4,5.1,14.2,22.4,0.3,1.8,2.7,4.0,14.9,0.4,1.6,17.1,19.8,       .,       .,       .,       .
344,WK014116,WK014116,0.7,2.8,13.5,20.9,0.4,2.1,2.0,3.5,14.5,0.7,1.2,16.2,19.5,       .,       .,       .,       .
345,BU01411600,BU01411600,1.3,0.0,11.4,21.6,0.3,2.0,2.0,4.1,14.0,0.5,1.5,15.7,19.3,       .,       .,       .,       .
