ID,DistrictsAndNeighbourhoods,Encoding_3,DistanceToSchool_64,Within3Km_65,Within5Km_66,Within10Km_67,DistanceToSchool_68,Within3Km_69,Within5Km_70,Within10Km_71,DistanceToSchool_72,Within3Km_73,Within5Km_74,Within10Km_75,DistanceToPublicGreenTotal_76,DistanceToParkOrPublicGarden_77,DistanceToRecreationalTerrain_78,DistanceToForest_79,DistanceToOpenNatTerrainTotal_80,DistanceToOpenDryNaturalTerrain_81,DistanceToOpenWetNaturalTerrain_82
936,BU03070105,BU03070105,0.9,17.0,22.0,31.3,0.9,14.4,18.0,26.1,1.2,9.5,13.0,18.1,       .,       .,       .,       .,       .,       .,       .
937,BU03070106,BU03070106,1.1,14.8,21.1,29.7,1.1,11.9,18.0,24.5,1.1,7.6,13.0,17.3,       .,       .,       .,       .,       .,       .,       .
938,BU03070107,BU03070107,1.2,17.7,21.0,29.8,1.2,14.7,18.0,24.0,1.4,9.9,13.0,17.0,       .,       .,       .,       .,       .,       .,       .
939,BU03070108,BU03070108,0.8,17.9,21.0,30.3,0.8,15.0,18.0,24.3,1.7,9.9,13.0,17.3,       .,       .,       .,       .,       .,       .,       .
940,WK030702,WK030702,1.0,14.6,21.2,30.0,1.2,11.6,18.0,24.0,1.0,8.3,13.0,17.0,       .,       .,       .,       .,       .,       .,       .
941,BU03070200,BU03070200,1.4,16.6,21.0,30.0,1.5,13.6,18.0,24.0,1.4,9.4,13.0,17.0,       .,       .,       .,       .,       .,       .,       .
942,BU03070202,BU03070202,1.1,14.6,21.0,29.9,1.4,11.6,18.0,24.0,1.1,8.9,13.0,17.0,       .,       .,       .,       .,       .,       .,       .
943,BU03070204,BU03070204,0.8,13.4,21.4,30.0,0.8,10.4,18.0,24.0,0.8,6.9,13.0,17.0,       .,       .,       .,       .,       .,       .,       .
944,WK030703,WK030703,1.6,7.7,20.5,30.0,1.6,6.8,17.5,24.0,2.5,4.5,12.6,17.0,       .,       .,       .,       .,       .,       .,       .
945,BU03070300,BU03070300,1.3,9.3,20.5,30.0,1.3,8.2,17.5,24.0,2.2,6.2,12.5,17.0,       .,       .,       .,       .,       .,       .,       .
946,BU03070301,BU03070301,1.5,6.5,20.1,30.0,1.5,6.5,17.1,24.0,2.5,3.5,12.1,17.0,       .,       .,       .,       .,       .,       .,       .
947,BU03070302,BU03070302,1.7,10.0,20.9,30.0,1.7,8.5,17.9,24.0,2.4,6.5,12.9,17.0,       .,       .,       .,       .,       .,       .,       .
948,BU03070303,BU03070303,1.6,7.7,20.3,30.0,1.6,7.1,17.3,24.0,2.5,4.7,12.3,17.0,       .,       .,       .,       .,       .,       .,       .
949,BU03070304,BU03070304,1.9,3.4,20.5,30.0,1.9,3.4,17.5,24.0,3.0,0.8,12.8,17.0,       .,       .,       .,       .,       .,       .,       .
950,BU03070305,BU03070305,1.8,2.7,19.7,30.0,1.8,2.7,16.8,24.0,3.1,0.4,12.5,17.0,       .,       .,       .,       .,       .,       .,       .
951,BU03070306,BU03070306,1.5,13.2,21.0,30.0,1.5,10.4,18.0,24.0,2.0,8.2,13.0,17.0,       .,       .,       .,       .,       .,       .,       .
952,BU03070307,BU03070307,2.0,8.5,21.0,30.0,2.0,7.5,18.0,24.0,2.5,5.5,13.0,17.0,       .,       .,       .,       .,       .,       .,       .
953,BU03070308,BU03070308,2.1,3.6,20.4,30.0,2.1,3.6,17.4,24.0,3.0,0.8,12.4,17.0,       .,       .,       .,       .,       .,       .,       .
954,BU03070309,BU03070309,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
955,WK030704,WK030704,1.1,12.5,21.0,30.0,1.1,10.5,18.0,24.0,1.9,7.8,13.0,17.0,       .,       .,       .,       .,       .,       .,       .
956,BU03070401,BU03070401,1.1,15.0,21.0,30.0,1.1,12.0,18.0,24.0,1.7,8.6,13.0,17.0,       .,       .,       .,       .,       .,       .,       .
957,BU03070402,BU03070402,1.2,10.1,21.0,30.0,1.2,9.1,18.0,24.0,2.0,7.1,13.0,17.0,       .,       .,       .,       .,       .,       .,       .
958,WK030705,WK030705,1.2,4.6,17.6,30.2,1.2,4.5,14.9,24.2,2.8,2.2,11.1,17.2,       .,       .,       .,       .,       .,       .,       .
959,BU03070504,BU03070504,0.6,7.8,20.2,30.3,0.6,7.7,17.0,24.3,2.0,4.4,12.0,17.3,       .,       .,       .,       .,       .,       .,       .
960,BU03070505,BU03070505,1.8,1.4,15.0,30.1,1.8,1.4,12.9,24.1,3.5,0.1,10.2,17.1,       .,       .,       .,       .,       .,       .,       .
961,WK030706,WK030706,0.3,16.9,20.5,30.3,0.3,15.3,17.5,24.3,0.9,9.1,12.5,17.3,       .,       .,       .,       .,       .,       .,       .
962,BU03070600,BU03070600,0.4,17.9,21.0,30.0,0.4,16.0,18.0,24.0,1.1,10.0,13.0,17.0,       .,       .,       .,       .,       .,       .,       .
963,BU03070601,BU03070601,0.3,15.9,20.0,30.5,0.3,14.9,17.0,24.5,0.7,8.4,12.0,17.5,       .,       .,       .,       .,       .,       .,       .
964,BU03070603,BU03070603,0.4,18.1,21.0,30.0,0.4,15.5,18.0,24.0,1.2,10.1,13.0,17.0,       .,       .,       .,       .,       .,       .,       .
965,WK030707,WK030707,0.7,16.3,21.3,30.9,0.7,14.6,17.6,25.7,1.0,8.9,12.6,17.9,       .,       .,       .,       .,       .,       .,       .
966,BU03070700,BU03070700,1.0,16.6,20.7,30.5,1.0,14.9,17.4,25.2,1.2,9.0,12.4,17.7,       .,       .,       .,       .,       .,       .,       .
967,BU03070701,BU03070701,0.8,16.3,21.2,31.3,0.8,14.7,17.3,26.1,1.0,9.0,12.3,18.1,       .,       .,       .,       .,       .,       .,       .
968,BU03070702,BU03070702,0.4,15.7,22.2,30.9,0.4,14.0,18.2,25.9,0.7,8.7,13.2,17.9,       .,       .,       .,       .,       .,       .,       .
969,WK030708,WK030708,0.5,14.1,19.7,31.2,0.5,13.9,16.4,25.5,0.5,7.0,11.1,18.1,       .,       .,       .,       .,       .,       .,       .
970,BU03070800,BU03070800,0.6,13.8,19.8,31.1,0.6,13.7,16.2,25.1,0.6,7.0,11.2,18.1,       .,       .,       .,       .,       .,       .,       .
971,BU03070801,BU03070801,0.4,14.1,19.6,31.1,0.4,14.0,16.3,25.3,0.4,7.0,11.0,18.0,       .,       .,       .,       .,       .,       .,       .
972,BU03070803,BU03070803,0.3,14.5,19.9,31.8,0.3,13.9,17.0,26.4,0.3,7.0,10.9,18.4,       .,       .,       .,       .,       .,       .,       .
973,WK030709,WK030709,0.9,10.3,19.8,31.5,0.9,10.3,17.3,26.2,0.9,6.1,10.3,18.3,       .,       .,       .,       .,       .,       .,       .
974,BU03070900,BU03070900,0.9,11.7,20.1,32.7,0.9,11.7,16.2,26.8,0.9,6.5,10.9,19.3,       .,       .,       .,       .,       .,       .,       .
975,BU03070902,BU03070902,1.2,9.2,19.4,31.9,1.2,9.2,17.0,26.8,1.2,5.4,10.1,18.8,       .,       .,       .,       .,       .,       .,       .
976,BU03070903,BU03070903,0.8,10.4,19.9,30.3,0.8,10.4,18.0,25.3,0.8,6.5,10.2,17.3,       .,       .,       .,       .,       .,       .,       .
977,BU03070905,BU03070905,0.5,9.3,19.8,30.8,0.5,9.3,18.4,25.8,0.5,5.8,9.8,17.8,       .,       .,       .,       .,       .,       .,       .
978,BU03070906,BU03070906,1.5,7.3,19.0,31.5,1.5,7.3,16.3,26.4,1.5,4.8,9.4,18.7,       .,       .,       .,       .,       .,       .,       .
979,WK030710,WK030710,0.4,14.3,20.2,29.7,0.4,13.3,16.4,24.7,0.6,7.3,11.4,16.9,       .,       .,       .,       .,       .,       .,       .
980,BU03071000,BU03071000,0.4,13.9,19.2,29.0,0.4,12.9,16.0,24.0,0.5,6.9,11.0,16.7,       .,       .,       .,       .,       .,       .,       .
981,BU03071001,BU03071001,0.3,14.8,20.1,30.5,0.3,13.8,16.1,25.5,0.6,7.8,11.1,17.5,       .,       .,       .,       .,       .,       .,       .
982,BU03071002,BU03071002,0.7,13.1,19.5,29.0,0.7,12.1,16.0,24.0,0.8,6.1,11.0,16.5,       .,       .,       .,       .,       .,       .,       .
983,BU03071003,BU03071003,0.2,15.0,20.6,30.0,0.2,14.0,16.6,25.0,0.4,8.0,11.6,17.0,       .,       .,       .,       .,       .,       .,       .
984,BU03071004,BU03071004,0.4,14.8,21.2,30.0,0.4,13.8,17.2,25.0,0.4,7.8,12.2,17.0,       .,       .,       .,       .,       .,       .,       .
985,WK030711,WK030711,1.1,8.4,18.8,28.3,1.1,7.4,16.0,23.3,1.3,3.0,10.5,15.9,       .,       .,       .,       .,       .,       .,       .
986,BU03071100,BU03071100,1.3,7.8,18.1,27.2,1.3,6.8,16.0,22.2,1.6,2.6,10.1,15.2,       .,       .,       .,       .,       .,       .,       .
987,BU03071101,BU03071101,0.8,9.0,19.5,29.3,0.8,8.0,16.0,24.3,1.1,3.3,10.9,16.6,       .,       .,       .,       .,       .,       .,       .
988,WK030712,WK030712,2.1,3.5,12.9,30.3,2.2,3.1,11.2,25.4,2.2,1.4,6.6,16.7,       .,       .,       .,       .,       .,       .,       .
989,BU03071201,BU03071201,2.2,6.0,18.7,31.0,2.2,5.2,16.5,26.0,2.2,1.8,10.4,17.0,       .,       .,       .,       .,       .,       .,       .
990,BU03071202,BU03071202,2.7,0.8,2.1,28.2,2.9,0.8,1.5,23.9,2.9,0.8,1.1,15.8,       .,       .,       .,       .,       .,       .,       .
991,BU03071203,BU03071203,2.1,6.6,19.4,31.0,2.1,5.7,17.0,26.0,2.1,2.0,11.1,17.0,       .,       .,       .,       .,       .,       .,       .
992,BU03071204,BU03071204,1.6,1.8,14.5,31.0,1.6,1.8,12.5,26.0,1.6,1.3,6.9,17.0,       .,       .,       .,       .,       .,       .,       .
993,BU03071205,BU03071205,1.5,1.2,11.8,31.0,1.5,1.2,10.0,26.0,1.5,1.2,3.9,17.0,       .,       .,       .,       .,       .,       .,       .
994,WK030713,WK030713,0.9,10.1,21.1,30.0,1.1,9.1,17.1,25.0,1.2,4.6,12.1,17.0,       .,       .,       .,       .,       .,       .,       .
995,BU03071300,BU03071300,0.8,10.5,21.1,30.0,1.0,9.5,17.1,25.0,1.2,4.9,12.1,17.0,       .,       .,       .,       .,       .,       .,       .
996,BU03071301,BU03071301,0.9,10.5,21.0,30.0,1.1,9.5,17.0,25.0,1.1,4.8,12.0,17.0,       .,       .,       .,       .,       .,       .,       .
997,BU03071302,BU03071302,1.1,8.9,21.5,30.0,1.4,7.9,17.5,25.0,1.5,3.9,12.5,17.0,       .,       .,       .,       .,       .,       .,       .
998,WK030714,WK030714,0.7,11.6,21.7,29.8,1.0,9.8,17.7,24.8,1.1,5.5,12.7,16.9,       .,       .,       .,       .,       .,       .,       .
999,BU03071400,BU03071400,0.7,13.7,21.9,30.5,1.0,11.8,17.9,25.5,1.2,6.7,12.9,17.5,       .,       .,       .,       .,       .,       .,       .
1000,BU03071401,BU03071401,0.5,13.0,22.0,29.9,0.9,11.0,18.0,24.9,1.0,6.4,13.0,17.1,       .,       .,       .,       .,       .,       .,       .
1001,BU03071402,BU03071402,0.5,11.2,21.9,30.0,0.9,9.0,17.9,25.0,0.9,5.2,12.9,17.0,       .,       .,       .,       .,       .,       .,       .
1002,BU03071403,BU03071403,0.8,9.3,21.2,29.1,1.0,7.8,17.2,24.1,1.0,4.1,12.2,16.4,       .,       .,       .,       .,       .,       .,       .
1003,WK030715,WK030715,0.5,11.1,21.4,28.2,0.5,8.2,17.5,23.1,0.5,5.4,12.5,16.0,       .,       .,       .,       .,       .,       .,       .
1004,BU03071500,BU03071500,0.6,13.2,21.9,29.4,0.6,10.2,18.0,24.0,0.6,6.2,13.0,16.9,       .,       .,       .,       .,       .,       .,       .
1005,BU03071501,BU03071501,0.4,10.6,21.1,27.5,0.4,7.6,17.1,22.5,0.4,5.1,12.1,15.5,       .,       .,       .,       .,       .,       .,       .
1006,BU03071502,BU03071502,0.4,12.1,21.6,28.4,0.4,9.1,17.6,23.3,0.4,5.5,12.6,16.3,       .,       .,       .,       .,       .,       .,       .
1007,BU03071503,BU03071503,0.8,6.0,21.0,27.0,0.8,3.5,17.0,22.0,0.8,4.0,12.0,15.0,       .,       .,       .,       .,       .,       .,       .
1008,WK030716,WK030716,0.9,7.1,20.9,27.2,1.2,4.2,16.9,22.2,0.9,5.2,11.9,15.3,       .,       .,       .,       .,       .,       .,       .
1009,BU03071600,BU03071600,0.9,8.5,21.0,27.9,0.9,5.5,17.0,22.9,0.9,5.4,12.0,15.9,       .,       .,       .,       .,       .,       .,       .
1010,BU03071601,BU03071601,0.8,7.2,20.8,26.8,1.4,4.5,16.8,21.8,0.8,5.9,11.8,15.1,       .,       .,       .,       .,       .,       .,       .
1011,BU03071602,BU03071602,1.1,6.3,21.0,27.1,1.1,3.3,17.0,22.1,1.1,4.5,12.0,15.1,       .,       .,       .,       .,       .,       .,       .
1012,BU03071603,BU03071603,1.6,4.3,16.7,27.0,1.7,2.3,12.7,22.0,1.6,3.5,8.7,15.0,       .,       .,       .,       .,       .,       .,       .
1013,WK030717,WK030717,0.7,7.4,19.9,27.3,1.3,4.9,16.4,22.2,0.7,6.0,11.4,15.5,       .,       .,       .,       .,       .,       .,       .
1014,BU03071700,BU03071700,0.7,10.8,21.4,28.1,0.7,7.8,17.5,23.0,0.7,6.2,12.5,16.0,       .,       .,       .,       .,       .,       .,       .
1015,BU03071701,BU03071701,0.9,9.2,20.8,28.0,1.0,6.2,17.1,23.0,0.9,6.0,12.1,16.0,       .,       .,       .,       .,       .,       .,       .
1016,BU03071702,BU03071702,0.7,8.0,20.0,28.8,1.2,5.3,17.0,23.4,0.7,6.0,12.0,16.4,       .,       .,       .,       .,       .,       .,       .
1017,BU03071703,BU03071703,0.4,6.2,20.2,28.0,1.6,4.0,17.0,23.0,0.4,6.0,12.0,16.0,       .,       .,       .,       .,       .,       .,       .
1018,BU03071704,BU03071704,0.7,7.2,20.7,27.5,1.3,4.5,17.0,22.5,0.7,6.0,12.0,15.5,       .,       .,       .,       .,       .,       .,       .
1019,BU03071705,BU03071705,0.7,6.0,19.4,25.7,1.9,4.0,15.5,20.7,0.7,6.0,10.5,14.5,       .,       .,       .,       .,       .,       .,       .
1020,BU03071706,BU03071706,0.7,6.0,17.4,25.6,1.6,4.0,14.4,20.6,0.7,6.0,9.4,14.6,       .,       .,       .,       .,       .,       .,       .
1021,BU03071707,BU03071707,1.0,5.8,15.7,26.9,1.0,3.8,12.7,21.4,1.0,5.8,8.9,15.5,       .,       .,       .,       .,       .,       .,       .
1022,WK030718,WK030718,0.8,6.3,19.8,29.3,1.2,4.1,16.8,23.4,0.8,5.6,11.8,16.6,       .,       .,       .,       .,       .,       .,       .
1023,BU03071800,BU03071800,0.8,7.7,20.1,28.8,1.3,5.1,17.0,23.4,0.8,6.0,12.0,16.4,       .,       .,       .,       .,       .,       .,       .
1024,BU03071801,BU03071801,0.7,11.0,22.0,28.0,0.7,8.0,18.0,23.0,0.7,7.0,13.0,16.0,       .,       .,       .,       .,       .,       .,       .
1025,BU03071802,BU03071802,0.3,6.9,20.1,30.0,1.7,4.9,17.1,24.0,0.3,5.8,12.1,17.0,       .,       .,       .,       .,       .,       .,       .
1026,BU03071803,BU03071803,0.9,5.2,19.8,29.6,1.1,3.2,16.8,23.6,0.9,5.2,11.8,16.6,       .,       .,       .,       .,       .,       .,       .
1027,BU03071804,BU03071804,0.9,5.8,19.2,29.0,1.1,3.8,16.2,23.0,0.9,5.6,11.3,16.4,       .,       .,       .,       .,       .,       .,       .
1028,WK030719,WK030719,2.6,3.1,15.5,32.0,2.7,2.9,14.0,26.5,2.7,1.8,7.0,18.8,       .,       .,       .,       .,       .,       .,       .
1029,BU03071900,BU03071900,2.1,5.8,18.8,32.2,2.1,5.8,16.8,26.3,2.1,3.5,8.3,19.0,       .,       .,       .,       .,       .,       .,       .
1030,BU03071901,BU03071901,2.9,1.3,14.1,32.3,3.0,1.0,13.1,27.1,3.0,0.9,6.3,19.1,       .,       .,       .,       .,       .,       .,       .
1031,BU03071902,BU03071902,3.2,0.2,12.2,31.8,3.3,0.1,11.2,26.8,3.3,0.1,5.3,18.8,       .,       .,       .,       .,       .,       .,       .
1032,BU03071903,BU03071903,2.6,3.3,16.1,33.0,2.6,3.3,15.1,27.5,2.6,2.2,7.0,19.5,       .,       .,       .,       .,       .,       .,       .
1033,BU03071904,BU03071904,1.8,7.2,20.6,31.3,1.8,7.1,17.6,25.3,1.8,4.1,9.8,18.3,       .,       .,       .,       .,       .,       .,       .
1034,BU03071905,BU03071905,2.6,2.7,12.0,31.0,2.9,1.7,11.0,26.0,3.0,0.7,6.0,18.0,       .,       .,       .,       .,       .,       .,       .
1035,BU03071906,BU03071906,2.9,0.7,11.4,31.2,3.2,0.2,10.4,26.2,3.4,0.0,5.4,18.2,       .,       .,       .,       .,       .,       .,       .
1036,WK030720,WK030720,0.8,3.7,18.1,31.3,0.8,3.7,16.8,26.3,0.8,2.4,8.1,18.0,       .,       .,       .,       .,       .,       .,       .
1037,BU03072000,BU03072000,1.1,3.1,17.4,31.6,1.1,3.1,16.2,26.6,1.1,2.0,8.0,18.0,       .,       .,       .,       .,       .,       .,       .
1038,BU03072001,BU03072001,0.5,4.9,18.5,31.0,0.5,4.9,17.1,26.0,0.5,3.2,8.1,18.0,       .,       .,       .,       .,       .,       .,       .
1039,BU03072002,BU03072002,1.0,3.5,18.2,31.8,1.0,3.5,17.0,26.8,1.0,2.1,8.2,18.0,       .,       .,       .,       .,       .,       .,       .
1040,BU03072003,BU03072003,0.4,4.8,18.5,31.0,0.4,4.8,17.0,26.0,0.4,2.9,8.0,18.0,       .,       .,       .,       .,       .,       .,       .
1041,BU03072004,BU03072004,0.8,3.3,18.2,31.5,0.8,3.3,16.8,26.5,0.8,2.1,8.1,18.0,       .,       .,       .,       .,       .,       .,       .
1042,BU03072005,BU03072005,1.0,2.9,17.5,31.1,1.0,2.9,16.6,26.1,1.0,2.0,8.0,18.0,       .,       .,       .,       .,       .,       .,       .
1043,BU03072006,BU03072006,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
1044,BU03072007,BU03072007,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
1045,WK030721,WK030721,2.2,2.2,11.2,31.3,2.2,2.0,10.2,26.3,2.2,1.1,6.0,18.0,       .,       .,       .,       .,       .,       .,       .
1046,BU03072100,BU03072100,2.2,1.7,9.4,30.9,2.2,1.7,8.4,25.9,2.2,1.0,4.9,17.9,       .,       .,       .,       .,       .,       .,       .
1047,BU03072101,BU03072101,2.0,2.0,12.1,31.0,2.0,2.0,11.1,26.0,2.0,1.0,6.3,18.0,       .,       .,       .,       .,       .,       .,       .
1048,BU03072102,BU03072102,2.4,1.5,10.1,30.9,2.4,1.2,9.1,25.9,2.4,1.0,5.7,17.9,       .,       .,       .,       .,       .,       .,       .
1049,BU03072103,BU03072103,2.3,1.7,10.6,31.0,2.3,1.5,9.6,26.0,2.3,1.0,6.0,18.0,       .,       .,       .,       .,       .,       .,       .
1050,BU03072104,BU03072104,2.3,2.4,11.0,31.0,2.3,1.8,10.0,26.0,2.3,1.0,6.0,18.0,       .,       .,       .,       .,       .,       .,       .
1051,BU03072105,BU03072105,1.4,3.7,16.3,32.0,1.4,3.7,15.3,27.0,1.4,2.1,8.4,18.0,       .,       .,       .,       .,       .,       .,       .
1052,BU03072106,BU03072106,2.0,2.1,11.5,31.6,2.0,2.1,10.5,26.6,2.0,1.0,6.0,18.0,       .,       .,       .,       .,       .,       .,       .
1053,BU03072107,BU03072107,2.0,2.1,11.6,31.9,2.0,2.1,10.6,26.9,2.0,1.0,6.0,18.0,       .,       .,       .,       .,       .,       .,       .
1054,BU03072108,BU03072108,2.5,3.1,11.0,31.0,2.5,2.2,10.0,26.0,2.6,1.0,6.0,18.0,       .,       .,       .,       .,       .,       .,       .
1055,WK030722,WK030722,1.7,3.0,7.5,30.6,2.6,2.0,6.5,25.6,3.6,0.0,4.3,17.6,       .,       .,       .,       .,       .,       .,       .
1056,BU03072201,BU03072201,1.7,3.0,7.5,30.6,2.6,2.0,6.5,25.6,3.6,0.0,4.3,17.6,       .,       .,       .,       .,       .,       .,       .
1057,WK030724,WK030724,1.2,1.2,5.9,29.5,3.6,0.2,4.9,24.8,4.3,0.0,2.3,17.1,       .,       .,       .,       .,       .,       .,       .
1058,BU03072400,BU03072400,1.7,1.7,7.9,30.9,3.0,0.7,6.9,25.9,3.7,0.0,4.1,17.9,       .,       .,       .,       .,       .,       .,       .
1059,BU03072402,BU03072402,2.2,1.0,9.1,30.4,3.7,0.0,8.1,25.8,4.3,0.0,4.0,17.9,       .,       .,       .,       .,       .,       .,       .
1060,BU03072403,BU03072403,1.6,1.0,5.5,28.0,4.4,0.0,4.5,23.5,4.9,0.0,2.3,16.5,       .,       .,       .,       .,       .,       .,       .
1061,BU03072404,BU03072404,0.7,1.0,3.1,26.5,4.3,0.0,2.1,22.4,5.1,0.0,0.1,15.4,       .,       .,       .,       .,       .,       .,       .
1062,BU03072405,BU03072405,0.4,1.0,4.3,28.8,3.9,0.0,3.3,24.4,4.7,0.0,1.2,16.9,       .,       .,       .,       .,       .,       .,       .
1063,BU03072407,BU03072407,1.1,1.1,4.6,30.1,3.2,0.1,3.6,25.1,4.1,0.0,1.6,17.1,       .,       .,       .,       .,       .,       .,       .
1064,WK030725,WK030725,2.0,1.0,18.1,32.0,2.0,1.0,17.1,27.0,2.0,1.0,9.1,18.0,       .,       .,       .,       .,       .,       .,       .
1065,BU03072500,BU03072500,2.0,1.0,18.1,32.0,2.0,1.0,17.1,27.0,2.0,1.0,9.1,18.0,       .,       .,       .,       .,       .,       .,       .
1066,BU03072501,BU03072501,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
1067,WK030726,WK030726,1.5,2.7,7.3,30.3,1.5,2.7,7.3,25.3,1.5,1.4,4.7,16.3,       .,       .,       .,       .,       .,       .,       .
1068,BU03072600,BU03072600,1.3,2.3,7.8,30.1,1.3,2.3,7.8,25.1,1.3,1.2,4.9,16.1,       .,       .,       .,       .,       .,       .,       .
1069,BU03072601,BU03072601,1.8,3.1,6.9,30.9,1.8,3.1,6.9,25.9,1.9,1.6,4.5,16.9,       .,       .,       .,       .,       .,       .,       .
1070,BU03072602,BU03072602,1.2,2.0,7.1,29.1,1.2,2.0,7.1,24.1,1.2,1.0,4.5,15.1,       .,       .,       .,       .,       .,       .,       .
1071,BU03072603,BU03072603,1.0,3.0,8.8,30.0,1.0,3.0,8.8,25.0,1.0,1.0,5.9,16.0,       .,       .,       .,       .,       .,       .,       .
1072,WK030727,WK030727,2.7,2.0,10.0,29.3,3.8,1.7,8.7,24.1,3.8,1.0,4.8,17.0,       .,       .,       .,       .,       .,       .,       .
1073,BU03072700,BU03072700,2.8,2.8,14.5,30.6,2.8,2.8,13.1,24.9,2.9,1.5,7.2,17.9,       .,       .,       .,       .,       .,       .,       .
1074,BU03072701,BU03072701,2.8,1.1,7.7,28.8,4.3,0.6,6.7,23.7,4.3,0.4,3.5,16.7,       .,       .,       .,       .,       .,       .,       .
1075,BU03072709,BU03072709,1.6,8.3,20.0,31.0,1.6,8.3,16.0,25.0,1.7,4.6,11.0,18.0,       .,       .,       .,       .,       .,       .,       .
1076,WK030728,WK030728,1.0,3.0,5.5,29.5,1.0,3.0,4.7,25.2,2.2,1.0,2.7,15.5,       .,       .,       .,       .,       .,       .,       .
1077,BU03072800,BU03072800,0.9,3.0,4.9,29.1,0.9,3.0,4.0,25.0,2.2,1.0,2.0,15.1,       .,       .,       .,       .,       .,       .,       .
1078,BU03072801,BU03072801,0.7,2.4,5.6,30.1,0.7,2.4,4.6,25.1,3.0,0.4,2.6,16.1,       .,       .,       .,       .,       .,       .,       .
1079,BU03072802,BU03072802,1.3,2.9,4.4,28.7,1.3,2.9,4.0,25.0,1.7,1.0,2.0,14.7,       .,       .,       .,       .,       .,       .,       .
1080,BU03072803,BU03072803,0.6,3.2,7.0,30.5,0.6,3.2,6.0,25.5,2.7,1.2,4.0,16.5,       .,       .,       .,       .,       .,       .,       .
1081,BU03072804,BU03072804,1.2,4.0,7.5,31.1,1.2,4.0,6.9,26.1,1.5,2.0,4.8,17.1,       .,       .,       .,       .,       .,       .,       .
1082,WK030729,WK030729,0.9,2.8,7.0,29.4,0.9,2.8,7.0,25.0,0.9,1.0,4.4,15.4,       .,       .,       .,       .,       .,       .,       .
1083,BU03072900,BU03072900,1.2,2.9,6.1,29.0,1.2,2.9,6.1,25.0,1.2,1.0,3.8,15.0,       .,       .,       .,       .,       .,       .,       .
1084,BU03072901,BU03072901,0.5,2.8,8.0,29.8,0.5,2.8,8.0,25.0,0.5,1.0,5.0,15.8,       .,       .,       .,       .,       .,       .,       .
1085,BU03072902,BU03072902,0.6,2.8,8.0,30.0,0.6,2.8,8.0,25.0,0.6,1.0,5.0,16.0,       .,       .,       .,       .,       .,       .,       .
1086,WK030730,WK030730,1.1,3.4,7.4,30.5,1.1,3.4,7.2,25.5,1.2,1.4,4.9,16.5,       .,       .,       .,       .,       .,       .,       .
1087,BU03073000,BU03073000,1.2,3.0,7.2,30.1,1.2,3.0,7.2,25.1,1.2,1.0,4.8,16.1,       .,       .,       .,       .,       .,       .,       .
