ID,DistrictsAndNeighbourhoods,Encoding_3,DistanceToSemiPublicGreenTotal_83,DistanceToSportsArea_84,DistanceToAllotmentGarden_85,DistanceToRecreationalArea_86,DistanceToCemetery_87,DistanceToRecreationalInlandWaters_88,DistanceToMainRoadEntrance_89,DistanceToTrainStationAllTypes_90,DistanceToImportantTransferStation_91,DistanceToLibrary_92,DistanceToSwimmingPool_93,DistanceToArtificialIceSkatingRink_94,DistanceToMuseum_95,Within5Km_96,Within10Km_97,Within20Km_98
193,BU06130104,BU06130104,       .,       .,       .,       .,       .,       .,1.4,10.1,11.3,3.9,3.6,14.4,9.4,0.0,7.8,25.8
194,WK061302,WK061302,       .,       .,       .,       .,       .,       .,0.8,9.5,10.6,4.6,2.8,13.8,8.7,0.0,11.4,26.0
195,BU06130205,BU06130205,       .,       .,       .,       .,       .,       .,0.8,9.5,10.6,4.6,2.8,13.8,8.8,0.0,11.3,26.0
196,BU06130207,BU06130207,       .,       .,       .,       .,       .,       .,1.0,9.2,10.3,4.7,3.2,13.4,8.4,0.0,13.1,26.0
197,WK061303,WK061303,       .,       .,       .,       .,       .,       .,0.9,11.2,12.3,3.6,2.4,15.5,10.4,0.0,0.1,25.2
198,BU06130308,BU06130308,       .,       .,       .,       .,       .,       .,0.3,11.3,12.4,2.8,3.0,15.5,10.5,0.0,0.0,26.0
199,BU06130309,BU06130309,       .,       .,       .,       .,       .,       .,0.7,11.1,12.2,3.5,2.4,15.4,10.3,0.0,0.0,25.0
200,BU06130310,BU06130310,       .,       .,       .,       .,       .,       .,0.6,11.4,12.6,3.1,2.9,15.7,10.7,0.0,0.0,25.5
201,BU06130311,BU06130311,       .,       .,       .,       .,       .,       .,1.0,11.1,12.2,3.9,2.2,15.3,10.3,0.0,0.1,25.0
202,BU06130312,BU06130312,       .,       .,       .,       .,       .,       .,1.7,11.7,12.8,4.2,2.4,15.9,10.9,0.0,0.0,24.5
203,BU06130313,BU06130313,       .,       .,       .,       .,       .,       .,1.4,10.5,11.6,4.8,0.8,14.7,9.7,0.0,3.1,25.1
204,WK061304,WK061304,       .,       .,       .,       .,       .,       .,0.9,9.3,10.4,5.0,1.6,13.6,8.6,0.0,12.2,26.0
205,BU06130414,BU06130414,       .,       .,       .,       .,       .,       .,0.5,9.5,10.6,4.7,1.7,13.7,8.7,0.0,11.4,26.0
206,BU06130415,BU06130415,       .,       .,       .,       .,       .,       .,0.9,9.0,10.1,4.9,1.9,13.2,8.2,0.0,14.0,26.0
207,BU06130416,BU06130416,       .,       .,       .,       .,       .,       .,0.7,8.5,9.8,4.5,2.5,12.9,7.9,0.0,14.4,25.8
208,BU06130417,BU06130417,       .,       .,       .,       .,       .,       .,0.7,9.5,10.6,5.0,1.2,13.7,8.7,0.0,11.8,26.0
209,BU06130418,BU06130418,       .,       .,       .,       .,       .,       .,1.2,9.2,10.3,5.1,1.8,13.4,8.4,0.0,12.9,26.0
210,BU06130419,BU06130419,       .,       .,       .,       .,       .,       .,1.1,9.7,10.8,5.4,1.0,13.9,8.9,0.0,10.4,26.0
211,BU06130420,BU06130420,       .,       .,       .,       .,       .,       .,1.2,9.0,10.2,4.9,2.9,13.3,8.3,0.0,13.5,25.4
212,WK061305,WK061305,       .,       .,       .,       .,       .,       .,2.6,8.2,11.5,3.7,3.5,14.2,9.1,0.0,5.8,27.9
213,BU06130521,BU06130521,       .,       .,       .,       .,       .,       .,3.8,7.5,12.1,2.9,4.5,14.2,9.1,0.0,3.2,30.0
214,BU06130522,BU06130522,       .,       .,       .,       .,       .,       .,2.5,8.3,11.4,3.8,3.4,14.2,9.1,0.0,5.9,27.8
215,WK061306,WK061306,       .,       .,       .,       .,       .,       .,3.4,6.4,9.8,2.3,3.5,12.3,7.4,0.0,15.7,29.9
216,BU06130623,BU06130623,       .,       .,       .,       .,       .,       .,3.5,6.3,9.4,2.2,3.9,11.9,7.1,0.0,15.7,29.8
217,BU06130624,BU06130624,       .,       .,       .,       .,       .,       .,3.6,6.4,9.5,2.3,3.7,12.0,7.2,0.0,15.8,30.0
218,BU06130625,BU06130625,       .,       .,       .,       .,       .,       .,3.6,6.3,10.0,2.6,3.1,12.5,7.5,0.0,16.0,30.0
219,BU06130626,BU06130626,       .,       .,       .,       .,       .,       .,3.1,6.4,10.2,2.3,3.2,12.6,7.7,0.0,15.6,30.0
220,WK061307,WK061307,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
221,BU06130706,BU06130706,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
222,GM0361,GM0361,       .,       .,       .,       .,       .,       .,1.2,3.1,4.0,1.6,3.3,5.5,2.5,4.1,7.9,15.7
223,WK036101,WK036101,       .,       .,       .,       .,       .,       .,1.0,1.9,1.9,0.9,1.2,3.3,1.3,5.0,8.4,15.3
224,BU03610100,BU03610100,       .,       .,       .,       .,       .,       .,0.5,2.8,2.8,0.7,1.0,3.5,2.0,5.0,8.1,15.9
225,BU03610101,BU03610101,       .,       .,       .,       .,       .,       .,0.9,2.4,2.4,0.6,1.0,3.7,1.6,5.0,8.4,15.2
226,BU03610102,BU03610102,       .,       .,       .,       .,       .,       .,1.4,2.0,2.0,0.9,1.5,3.9,1.1,5.0,8.1,17.0
227,BU03610103,BU03610103,       .,       .,       .,       .,       .,       .,1.2,2.1,2.1,0.8,1.1,3.6,1.3,5.0,8.2,15.9
228,BU03610104,BU03610104,       .,       .,       .,       .,       .,       .,1.3,1.7,1.7,1.0,1.1,3.5,1.0,5.0,8.2,15.2
229,BU03610105,BU03610105,       .,       .,       .,       .,       .,       .,1.5,1.1,1.1,0.8,1.5,3.0,0.8,5.0,8.5,15.6
230,BU03610106,BU03610106,       .,       .,       .,       .,       .,       .,0.5,2.1,2.1,1.5,0.6,2.7,1.6,5.0,8.4,14.0
231,BU03610107,BU03610107,       .,       .,       .,       .,       .,       .,1.1,1.4,1.4,1.4,1.5,2.6,1.5,5.0,8.8,14.3
232,BU03610108,BU03610108,       .,       .,       .,       .,       .,       .,1.3,0.6,0.6,0.7,1.9,2.6,0.9,5.0,8.9,14.7
233,BU03610109,BU03610109,       .,       .,       .,       .,       .,       .,0.6,2.1,2.1,1.0,0.5,3.2,1.4,5.0,8.7,14.1
234,WK036102,WK036102,       .,       .,       .,       .,       .,       .,1.2,2.4,2.7,1.2,2.4,5.1,1.9,5.0,8.9,16.0
235,BU03610200,BU03610200,       .,       .,       .,       .,       .,       .,1.9,1.5,1.7,1.4,1.5,4.0,0.8,5.0,9.0,16.0
236,BU03610201,BU03610201,       .,       .,       .,       .,       .,       .,0.7,2.9,3.3,1.4,2.5,5.6,2.4,5.0,9.0,16.1
237,BU03610202,BU03610202,       .,       .,       .,       .,       .,       .,0.9,3.0,3.1,1.0,2.6,5.4,2.2,5.0,9.0,16.0
238,BU03610203,BU03610203,       .,       .,       .,       .,       .,       .,1.3,2.2,2.2,1.1,2.6,4.5,1.3,5.0,9.0,16.0
239,BU03610204,BU03610204,       .,       .,       .,       .,       .,       .,1.5,2.4,2.4,0.5,2.9,4.7,1.5,5.0,9.0,16.0
240,BU03610205,BU03610205,       .,       .,       .,       .,       .,       .,1.5,2.4,2.4,0.3,2.9,4.8,1.5,5.0,9.0,16.0
241,BU03610206,BU03610206,       .,       .,       .,       .,       .,       .,1.3,2.7,2.7,0.4,2.7,5.1,1.8,5.0,9.0,16.0
242,BU03610208,BU03610208,       .,       .,       .,       .,       .,       .,0.9,2.5,4.2,2.5,1.9,6.5,3.5,5.1,8.1,16.3
243,BU03610209,BU03610209,       .,       .,       .,       .,       .,       .,1.0,3.0,5.1,2.7,2.9,7.3,4.1,3.7,7.0,15.4
244,WK036103,WK036103,       .,       .,       .,       .,       .,       .,0.8,2.9,2.9,1.0,2.0,4.4,1.9,5.0,8.1,16.3
245,BU03610300,BU03610300,       .,       .,       .,       .,       .,       .,1.1,2.5,2.5,1.5,2.3,4.5,1.3,5.0,8.3,16.8
246,BU03610301,BU03610301,       .,       .,       .,       .,       .,       .,0.7,3.0,3.0,0.8,1.9,4.4,2.0,5.0,8.5,16.0
247,BU03610302,BU03610302,       .,       .,       .,       .,       .,       .,0.7,3.2,3.2,0.8,1.9,4.4,2.2,5.0,7.9,16.0
248,BU03610303,BU03610303,       .,       .,       .,       .,       .,       .,0.5,3.0,3.0,0.5,1.4,3.9,2.1,5.0,7.6,16.0
249,BU03610308,BU03610308,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
250,BU03610309,BU03610309,       .,       .,       .,       .,       .,       .,1.0,4.3,4.3,2.3,3.1,5.3,3.2,5.0,7.7,16.4
251,WK036104,WK036104,       .,       .,       .,       .,       .,       .,0.8,1.5,1.5,1.8,2.6,1.6,1.9,5.2,8.7,13.9
252,BU03610400,BU03610400,       .,       .,       .,       .,       .,       .,0.6,2.1,2.1,2.3,2.1,1.3,2.4,5.0,8.1,13.9
253,BU03610401,BU03610401,       .,       .,       .,       .,       .,       .,0.9,1.4,1.4,1.8,2.8,1.2,1.9,5.0,9.0,13.8
254,BU03610402,BU03610402,       .,       .,       .,       .,       .,       .,0.7,1.0,1.0,1.3,2.7,1.7,1.4,5.5,9.0,14.0
255,BU03610403,BU03610403,       .,       .,       .,       .,       .,       .,0.8,1.0,1.0,1.3,2.8,2.1,1.4,5.6,9.0,14.1
256,BU03610404,BU03610404,       .,       .,       .,       .,       .,       .,0.9,1.4,1.4,1.7,3.1,2.2,1.8,5.1,9.0,14.0
257,BU03610409,BU03610409,       .,       .,       .,       .,       .,       .,0.9,2.2,2.2,2.4,3.4,3.0,2.4,6.2,8.3,13.9
258,WK036105,WK036105,       .,       .,       .,       .,       .,       .,1.4,1.0,2.3,1.4,1.5,4.2,1.9,5.0,8.0,15.0
259,BU03610500,BU03610500,       .,       .,       .,       .,       .,       .,1.8,1.4,1.9,1.5,1.9,4.0,1.4,5.0,8.0,15.1
260,BU03610501,BU03610501,       .,       .,       .,       .,       .,       .,1.4,1.4,2.0,1.5,1.8,3.7,1.6,5.0,8.0,15.0
261,BU03610502,BU03610502,       .,       .,       .,       .,       .,       .,1.2,0.8,2.4,1.3,1.2,4.3,2.0,5.0,8.0,15.0
262,BU03610503,BU03610503,       .,       .,       .,       .,       .,       .,1.1,0.5,2.9,1.2,1.2,4.6,2.5,5.0,8.0,15.0
263,WK036106,WK036106,       .,       .,       .,       .,       .,       .,1.2,2.4,4.0,1.3,2.8,5.3,3.6,4.7,8.0,14.9
264,BU03610600,BU03610600,       .,       .,       .,       .,       .,       .,1.8,2.4,2.9,1.7,2.8,4.4,2.5,5.0,8.0,14.9
265,BU03610601,BU03610601,       .,       .,       .,       .,       .,       .,1.6,3.1,4.8,1.7,3.5,6.2,4.4,3.5,8.0,14.7
266,BU03610602,BU03610602,       .,       .,       .,       .,       .,       .,0.8,2.8,4.8,1.4,3.2,6.0,4.2,5.0,8.0,15.0
267,BU03610603,BU03610603,       .,       .,       .,       .,       .,       .,0.9,1.7,3.7,0.6,2.1,4.9,3.3,5.0,8.0,15.0
268,BU03610604,BU03610604,       .,       .,       .,       .,       .,       .,1.2,2.3,4.0,0.9,2.7,5.3,3.6,5.0,8.0,15.0
269,WK036107,WK036107,       .,       .,       .,       .,       .,       .,1.3,4.1,5.7,2.8,4.4,7.0,4.8,0.9,7.6,14.4
270,BU03610700,BU03610700,       .,       .,       .,       .,       .,       .,0.7,3.5,5.5,2.2,3.8,6.7,4.3,1.3,8.0,15.0
271,BU03610701,BU03610701,       .,       .,       .,       .,       .,       .,1.2,3.9,5.5,2.5,4.2,6.9,4.7,1.2,8.0,14.4
272,BU03610702,BU03610702,       .,       .,       .,       .,       .,       .,2.1,4.7,5.4,3.4,5.1,6.8,4.9,1.2,7.9,14.1
273,BU03610703,BU03610703,       .,       .,       .,       .,       .,       .,1.7,4.5,6.0,3.1,4.9,7.5,5.3,0.1,6.8,14.0
274,BU03610704,BU03610704,       .,       .,       .,       .,       .,       .,1.1,4.0,6.1,2.9,4.3,7.3,4.7,0.9,7.5,14.5
275,BU03610709,BU03610709,       .,       .,       .,       .,       .,       .,0.9,5.0,7.1,3.6,5.5,8.3,3.2,1.0,6.0,13.9
276,WK036108,WK036108,       .,       .,       .,       .,       .,       .,1.7,1.1,1.1,0.8,1.9,3.2,0.5,5.0,8.9,16.4
277,BU03610800,BU03610800,       .,       .,       .,       .,       .,       .,1.8,1.0,1.0,0.4,1.7,3.1,0.2,5.0,8.9,16.6
278,BU03610801,BU03610801,       .,       .,       .,       .,       .,       .,1.9,1.6,1.6,1.0,2.0,3.7,0.5,5.0,9.0,16.7
279,BU03610802,BU03610802,       .,       .,       .,       .,       .,       .,1.5,0.4,0.4,0.7,2.2,2.7,0.8,5.0,8.9,15.8
280,BU03610803,BU03610803,       .,       .,       .,       .,       .,       .,1.8,1.2,1.2,1.1,1.6,3.6,0.5,5.0,8.8,16.0
281,WK036109,WK036109,       .,       .,       .,       .,       .,       .,1.3,8.6,9.2,4.1,7.9,11.4,4.2,1.0,5.5,18.6
282,BU03610900,BU03610900,       .,       .,       .,       .,       .,       .,0.7,5.7,8.6,5.2,5.0,10.7,6.2,0.1,6.9,17.4
283,BU03610901,BU03610901,       .,       .,       .,       .,       .,       .,1.6,7.5,11.6,4.0,6.4,13.5,3.3,1.0,2.6,17.0
284,BU03610902,BU03610902,       .,       .,       .,       .,       .,       .,0.6,6.9,6.9,5.2,7.1,9.2,4.2,1.3,6.6,17.1
285,BU03610903,BU03610903,       .,       .,       .,       .,       .,       .,0.5,10.9,11.6,0.5,7.6,13.8,1.4,1.0,4.1,18.0
286,BU03610904,BU03610904,       .,       .,       .,       .,       .,       .,2.9,8.3,8.4,5.4,8.8,10.7,7.2,0.3,6.0,20.8
287,BU03610905,BU03610905,       .,       .,       .,       .,       .,       .,4.0,10.9,10.9,7.2,11.4,13.3,6.5,0.1,3.7,21.7
288,BU03610906,BU03610906,       .,       .,       .,       .,       .,       .,3.4,12.1,12.1,4.4,11.6,14.4,3.6,1.5,4.0,22.6
289,WK036110,WK036110,       .,       .,       .,       .,       .,       .,0.9,11.3,15.9,1.7,12.6,17.3,2.1,1.1,4.0,21.0
290,BU03611000,BU03611000,       .,       .,       .,       .,       .,       .,3.1,13.4,13.9,3.0,13.4,16.2,2.8,1.0,4.0,21.5
291,BU03611001,BU03611001,       .,       .,       .,       .,       .,       .,0.5,10.4,13.9,4.1,11.0,14.8,4.3,1.0,4.0,23.7
292,BU03611002,BU03611002,       .,       .,       .,       .,       .,       .,1.6,12.4,15.4,1.6,13.1,16.9,1.5,1.0,4.0,22.1
293,BU03611003,BU03611003,       .,       .,       .,       .,       .,       .,0.8,11.7,16.7,0.6,13.4,18.0,1.0,1.4,4.0,20.3
294,BU03611004,BU03611004,       .,       .,       .,       .,       .,       .,2.3,11.7,15.7,3.9,12.8,16.6,4.9,0.8,3.0,20.5
295,BU03611005,BU03611005,       .,       .,       .,       .,       .,       .,1.7,8.6,14.6,7.2,9.3,16.1,7.9,0.0,1.5,21.3
296,BU03611006,BU03611006,       .,       .,       .,       .,       .,       .,0.3,5.8,12.2,5.7,6.4,16.4,8.3,0.0,7.0,21.0
297,WK036111,WK036111,       .,       .,       .,       .,       .,       .,0.8,1.7,4.2,2.0,2.4,5.9,3.6,5.3,8.0,15.0
298,BU03611100,BU03611100,       .,       .,       .,       .,       .,       .,0.9,1.2,3.8,2.0,2.0,5.7,3.4,5.4,8.0,15.0
299,BU03611101,BU03611101,       .,       .,       .,       .,       .,       .,0.7,2.3,4.9,2.0,3.0,6.1,4.0,5.0,8.0,15.0
300,GM0141,GM0141,       .,       .,       .,       .,       .,       .,2.6,2.3,2.8,2.7,3.1,21.2,2.7,1.0,2.1,14.1
301,WK014110,WK014110,       .,       .,       .,       .,       .,       .,3.3,0.9,0.9,0.8,1.6,20.6,0.8,1.0,2.4,15.0
302,BU01411000,BU01411000,       .,       .,       .,       .,       .,       .,3.6,0.9,0.9,0.6,1.3,20.8,1.0,1.0,2.1,15.0
303,BU01411001,BU01411001,       .,       .,       .,       .,       .,       .,2.9,1.1,1.1,1.1,2.2,20.1,0.3,1.0,3.0,15.0
304,BU01411002,BU01411002,       .,       .,       .,       .,       .,       .,2.9,0.9,0.9,0.9,2.3,20.2,0.5,1.0,3.0,15.0
305,BU01411003,BU01411003,       .,       .,       .,       .,       .,       .,3.7,0.9,0.9,0.6,1.0,20.9,1.2,1.0,2.0,15.0
306,WK014111,WK014111,       .,       .,       .,       .,       .,       .,2.2,0.9,2.0,2.1,3.1,19.4,1.4,1.0,3.0,15.0
307,BU01411100,BU01411100,       .,       .,       .,       .,       .,       .,2.3,0.9,1.7,1.7,2.9,19.5,1.1,1.0,3.0,15.0
308,BU01411101,BU01411101,       .,       .,       .,       .,       .,       .,1.7,1.1,2.3,2.4,3.0,19.0,1.7,1.0,3.0,15.0
309,BU01411102,BU01411102,       .,       .,       .,       .,       .,       .,2.7,1.1,1.3,1.4,2.8,20.0,0.8,1.0,3.0,15.0
310,BU01411103,BU01411103,       .,       .,       .,       .,       .,       .,2.0,0.8,2.3,2.4,3.3,19.3,1.7,1.0,3.0,15.0
311,BU01411104,BU01411104,       .,       .,       .,       .,       .,       .,2.5,0.5,1.8,1.9,3.2,19.8,1.4,1.0,3.0,15.0
312,BU01411105,BU01411105,       .,       .,       .,       .,       .,       .,1.0,2.0,3.5,3.6,4.2,17.8,2.9,1.0,2.0,16.9
313,BU01411109,BU01411109,       .,       .,       .,       .,       .,       .,1.0,3.0,4.3,4.4,4.6,17.4,3.5,1.0,3.3,16.7
314,WK014112,WK014112,       .,       .,       .,       .,       .,       .,3.6,1.8,1.8,1.6,1.6,21.7,2.3,1.0,2.0,14.6
315,BU01411200,BU01411200,       .,       .,       .,       .,       .,       .,3.5,2.0,2.0,1.8,1.5,21.6,2.4,1.0,2.0,14.5
316,BU01411201,BU01411201,       .,       .,       .,       .,       .,       .,3.5,1.4,1.4,1.2,1.0,21.2,1.8,1.0,2.0,15.0
317,BU01411202,BU01411202,       .,       .,       .,       .,       .,       .,3.9,2.2,2.2,2.0,1.9,22.0,2.6,1.0,2.0,14.3
318,BU01411203,BU01411203,       .,       .,       .,       .,       .,       .,3.9,1.2,1.2,1.2,1.7,21.8,1.8,1.0,2.0,15.0
319,BU01411204,BU01411204,       .,       .,       .,       .,       .,       .,3.0,2.6,2.6,2.5,2.9,23.0,3.1,1.0,2.0,14.9
320,BU01411205,BU01411205,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
321,BU01411206,BU01411206,       .,       .,       .,       .,       .,       .,3.5,3.4,3.4,3.2,2.8,22.9,3.8,1.0,2.0,13.0
322,BU01411209,BU01411209,       .,       .,       .,       .,       .,       .,2.9,3.0,3.3,2.7,2.4,23.4,3.2,1.1,2.0,13.2
323,WK014113,WK014113,       .,       .,       .,       .,       .,       .,2.0,3.3,3.3,2.8,1.6,22.1,3.4,0.9,2.0,13.1
324,BU01411300,BU01411300,       .,       .,       .,       .,       .,       .,2.5,2.5,2.5,2.0,0.7,21.8,2.7,1.0,2.0,13.7
325,BU01411301,BU01411301,       .,       .,       .,       .,       .,       .,1.5,3.7,3.7,3.3,2.0,22.7,3.9,1.0,2.0,12.0
326,BU01411302,BU01411302,       .,       .,       .,       .,       .,       .,2.0,3.2,3.2,2.7,1.4,22.4,3.4,1.0,2.0,12.6
327,BU01411303,BU01411303,       .,       .,       .,       .,       .,       .,2.4,2.5,2.5,2.1,1.0,21.7,2.7,1.0,2.0,13.8
328,BU01411304,BU01411304,       .,       .,       .,       .,       .,       .,1.0,4.8,4.8,4.3,3.1,21.8,4.9,0.7,2.0,13.1
329,BU01411305,BU01411305,       .,       .,       .,       .,       .,       .,1.2,4.5,4.5,4.1,2.9,22.4,4.6,0.9,2.0,12.3
330,BU01411309,BU01411309,       .,       .,       .,       .,       .,       .,1.9,5.3,5.3,4.9,3.7,23.0,5.4,0.1,2.0,12.8
331,WK014114,WK014114,       .,       .,       .,       .,       .,       .,3.7,2.2,2.2,2.0,3.1,22.2,2.1,1.0,2.0,14.4
332,BU01411400,BU01411400,       .,       .,       .,       .,       .,       .,3.4,1.4,1.4,1.2,2.5,21.1,1.2,1.0,2.0,15.9
333,BU01411401,BU01411401,       .,       .,       .,       .,       .,       .,3.0,3.6,4.0,3.4,3.8,23.8,3.8,0.9,1.9,13.4
334,BU01411402,BU01411402,       .,       .,       .,       .,       .,       .,3.5,1.6,1.6,1.4,2.7,21.5,1.4,1.0,2.0,15.9
335,BU01411403,BU01411403,       .,       .,       .,       .,       .,       .,3.7,2.2,2.2,2.1,3.1,22.2,2.1,1.0,2.0,14.8
336,BU01411404,BU01411404,       .,       .,       .,       .,       .,       .,3.5,2.2,2.2,1.9,3.3,22.0,2.0,1.0,2.0,15.1
337,BU01411405,BU01411405,       .,       .,       .,       .,       .,       .,4.2,2.6,2.6,2.5,3.3,22.7,2.6,1.0,2.0,13.1
338,BU01411406,BU01411406,       .,       .,       .,       .,       .,       .,4.0,2.6,2.6,2.4,3.5,22.5,2.4,1.0,2.0,13.1
339,BU01411409,BU01411409,       .,       .,       .,       .,       .,       .,2.3,2.6,3.2,2.3,3.3,22.8,3.0,0.8,2.2,14.8
340,WK014115,WK014115,       .,       .,       .,       .,       .,       .,3.2,1.4,1.5,1.5,2.9,20.8,1.3,1.0,2.0,15.4
341,BU01411500,BU01411500,       .,       .,       .,       .,       .,       .,3.4,1.4,1.4,1.4,2.8,20.8,1.3,1.0,2.0,15.8
342,BU01411501,BU01411501,       .,       .,       .,       .,       .,       .,3.0,1.3,1.4,1.5,2.8,20.6,1.2,1.0,2.0,15.0
343,BU01411502,BU01411502,       .,       .,       .,       .,       .,       .,3.4,1.7,1.8,1.7,3.1,21.1,1.6,1.0,2.0,15.8
344,WK014116,WK014116,       .,       .,       .,       .,       .,       .,2.8,1.3,2.1,2.1,3.5,20.9,1.9,1.0,1.8,14.8
345,BU01411600,BU01411600,       .,       .,       .,       .,       .,       .,2.4,0.3,2.1,2.2,3.5,20.0,1.9,1.0,2.3,15.0
346,BU01411601,BU01411601,       .,       .,       .,       .,       .,       .,2.4,0.7,1.8,1.9,3.2,20.3,1.6,1.0,2.3,15.0
347,BU01411602,BU01411602,       .,       .,       .,       .,       .,       .,3.5,2.0,2.1,2.0,3.3,21.4,1.9,1.0,2.0,15.5
348,BU01411603,BU01411603,       .,       .,       .,       .,       .,       .,2.8,1.3,1.9,2.0,3.4,20.8,1.8,1.0,2.0,15.1
349,BU01411604,BU01411604,       .,       .,       .,       .,       .,       .,3.2,1.9,2.3,2.4,3.7,21.5,2.2,1.0,1.5,14.3
350,BU01411605,BU01411605,       .,       .,       .,       .,       .,       .,2.5,1.2,2.1,2.2,3.6,20.7,2.0,1.0,1.3,14.4
351,WK014117,WK014117,       .,       .,       .,       .,       .,       .,2.1,1.8,2.2,2.3,2.7,19.2,1.4,1.0,2.9,15.0
352,BU01411700,BU01411700,       .,       .,       .,       .,       .,       .,2.5,1.4,1.5,1.5,2.4,19.8,0.6,1.0,3.0,15.0
353,BU01411701,BU01411701,       .,       .,       .,       .,       .,       .,2.2,1.5,1.8,1.8,2.3,19.4,0.9,1.0,3.0,15.0
354,BU01411702,BU01411702,       .,       .,       .,       .,       .,       .,2.3,2.0,2.4,2.5,2.9,19.3,1.4,1.0,3.0,15.0
355,BU01411703,BU01411703,       .,       .,       .,       .,       .,       .,1.8,1.9,2.7,2.8,3.0,18.7,1.9,1.0,3.0,15.0
356,BU01411709,BU01411709,       .,       .,       .,       .,       .,       .,1.8,3.4,3.9,3.8,3.9,18.6,3.2,1.0,2.2,15.3
357,WK014118,WK014118,       .,       .,       .,       .,       .,       .,2.8,3.8,3.8,3.5,2.4,22.8,3.9,1.0,2.0,12.8
358,BU01411800,BU01411800,       .,       .,       .,       .,       .,       .,3.4,3.5,3.5,3.1,2.1,22.4,3.6,1.0,2.0,13.0
359,BU01411801,BU01411801,       .,       .,       .,       .,       .,       .,3.3,3.5,3.5,3.1,2.1,22.4,3.6,1.0,2.0,13.0
