ID,DistrictsAndNeighbourhoods,Encoding_3,Within1Km_45,Within3Km_46,Within5Km_47,DistanceToHotelEtc_48,Within5Km_49,Within105km_50,Within20Km_51,DistanceToDaycareCentres_52,Within1Km_53,Within3Km_54,Within5Km_55,DistanceToOutOfSchoolCare_56,Within1Km_57,Within3Km_58,Within5Km_59,DistanceToSchool_60,Within1Km_61,Within3Km_62,Within5Km_63
11012,BU03562002,BU03562002,0.7,3.4,23.5,       .,       .,       .,       .,3.1,0.0,0.5,15.3,2.9,0.0,1.7,20.8,3.9,0.0,0.1,11.9
11013,WK035621,WK035621,0.0,23.4,59.0,       .,       .,       .,       .,1.9,0.0,8.7,29.3,2.1,0.0,5.3,24.9,2.1,0.0,4.8,19.1
11014,BU03562100,BU03562100,0.0,23.4,59.0,       .,       .,       .,       .,1.9,0.0,8.7,29.3,2.1,0.0,5.3,24.9,2.1,0.0,4.8,19.1
11015,WK035622,WK035622,1.8,20.6,49.9,       .,       .,       .,       .,0.4,1.1,9.2,21.7,0.4,0.9,6.9,14.1,1.3,0.1,5.0,14.2
11016,BU03562200,BU03562200,1.8,20.6,49.9,       .,       .,       .,       .,0.4,1.1,9.2,21.7,0.4,0.9,6.9,14.1,1.3,0.1,5.0,14.2
11017,WK035623,WK035623,0.3,39.6,74.9,       .,       .,       .,       .,1.1,0.7,12.1,34.5,1.2,0.3,9.5,30.4,1.2,0.4,8.2,23.7
11018,BU03562300,BU03562300,0.3,39.6,74.9,       .,       .,       .,       .,1.1,0.7,12.1,34.5,1.2,0.3,9.5,30.4,1.2,0.4,8.2,23.7
11019,WK035624,WK035624,13.1,31.6,78.9,       .,       .,       .,       .,0.9,2.3,18.1,34.9,1.1,0.5,11.1,29.8,1.0,0.8,12.5,24.5
11020,BU03562400,BU03562400,13.1,31.6,78.9,       .,       .,       .,       .,0.9,2.3,18.1,34.9,1.1,0.5,11.1,29.8,1.0,0.8,12.5,24.5
11021,WK035625,WK035625,0.1,24.9,57.3,       .,       .,       .,       .,1.8,0.0,9.1,28.1,1.9,0.0,4.9,21.4,2.0,0.0,4.7,19.1
11022,BU03562500,BU03562500,0.1,24.9,57.3,       .,       .,       .,       .,1.8,0.0,9.1,28.1,1.9,0.0,4.9,21.4,2.0,0.0,4.7,19.1
11023,GM0569,GM0569,1.5,3.9,7.7,       .,       .,       .,       .,1.0,1.1,2.3,5.6,1.1,1.0,2.3,5.6,1.3,0.7,1.8,3.8
11024,WK056900,WK056900,2.3,6.7,10.3,       .,       .,       .,       .,0.9,0.9,2.5,5.2,1.1,0.7,2.5,5.2,1.4,0.7,2.5,4.4
11025,BU05690000,BU05690000,3.3,7.8,10.7,       .,       .,       .,       .,1.3,0.7,2.4,5.1,1.9,0.3,2.2,5.1,2.2,0.5,2.0,4.6
11026,BU05690001,BU05690001,1.4,3.9,8.9,       .,       .,       .,       .,0.9,0.6,1.9,5.2,0.9,0.6,1.8,5.0,0.9,0.6,2.0,4.8
11027,BU05690002,BU05690002,2.5,7.9,13.8,       .,       .,       .,       .,0.5,1.5,3.5,7.0,0.5,1.9,3.5,6.9,0.7,2.1,3.0,5.4
11028,BU05690003,BU05690003,2.7,8.1,11.3,       .,       .,       .,       .,0.8,1.0,3.0,5.4,1.1,0.7,3.0,5.4,1.6,0.5,3.0,4.5
11029,BU05690004,BU05690004,0.0,0.0,2.3,       .,       .,       .,       .,1.2,0.4,1.0,2.3,1.2,0.4,1.0,2.3,1.2,0.4,1.0,2.3
11030,BU05690005,BU05690005,1.9,2.0,9.2,       .,       .,       .,       .,0.3,1.0,1.0,6.3,0.3,1.0,1.0,5.7,0.3,1.0,1.0,5.0
11031,BU05690006,BU05690006,0.0,0.4,2.2,       .,       .,       .,       .,0.8,0.7,1.2,2.0,0.8,0.7,1.2,2.0,0.8,0.7,1.2,2.0
11032,BU05690008,BU05690008,0.6,6.4,11.9,       .,       .,       .,       .,0.8,1.5,2.5,6.7,0.6,2.2,2.5,6.5,0.8,2.3,2.5,5.0
11033,BU05690009,BU05690009,0.8,1.2,7.3,       .,       .,       .,       .,4.0,0.2,0.3,2.2,4.0,0.2,0.3,1.9,2.1,0.5,0.8,2.8
11034,WK056901,WK056901,1.4,2.6,5.3,       .,       .,       .,       .,1.1,1.1,2.3,7.6,1.0,0.7,1.3,6.2,0.9,0.8,1.8,4.1
11035,BU05690100,BU05690100,1.7,2.3,4.5,       .,       .,       .,       .,0.6,1.8,2.3,7.4,0.9,0.7,1.3,5.8,0.7,0.9,2.0,3.4
11036,BU05690101,BU05690101,1.9,3.6,4.1,       .,       .,       .,       .,1.0,1.1,2.4,7.8,0.4,1.0,1.4,6.5,0.5,1.0,2.0,4.6
11037,BU05690104,BU05690104,0.0,0.6,22.7,       .,       .,       .,       .,1.1,0.6,2.6,13.1,2.4,0.0,1.8,11.1,2.4,0.0,1.0,8.3
11038,BU05690108,BU05690108,1.0,2.7,4.4,       .,       .,       .,       .,1.2,0.7,2.3,6.9,0.9,0.7,1.3,5.9,0.8,0.7,2.0,3.5
11039,BU05690109,BU05690109,0.0,0.6,2.3,       .,       .,       .,       .,2.8,0.0,1.0,4.4,3.7,0.0,0.3,2.9,3.4,0.0,0.3,2.1
11040,WK056902,WK056902,1.0,2.2,6.7,       .,       .,       .,       .,1.3,0.9,2.1,5.3,1.2,0.9,2.1,4.6,1.6,0.2,1.2,3.6
11041,BU05690200,BU05690200,1.4,2.9,8.5,       .,       .,       .,       .,0.7,1.2,2.6,6.6,0.7,1.2,2.5,5.4,1.2,0.3,1.3,4.3
11042,BU05690201,BU05690201,0.0,2.0,4.2,       .,       .,       .,       .,1.3,0.0,2.0,3.0,1.3,0.0,2.0,3.0,1.3,0.0,2.0,2.0
11043,BU05690202,BU05690202,0.0,0.0,2.1,       .,       .,       .,       .,2.9,0.0,0.6,2.1,2.9,0.0,0.6,2.4,2.9,0.0,0.6,1.3
11044,BU05690203,BU05690203,0.0,1.9,2.1,       .,       .,       .,       .,2.3,0.0,1.9,2.0,2.3,0.0,1.9,2.0,2.3,0.0,1.9,2.0
11045,BU05690208,BU05690208,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
11046,BU05690209,BU05690209,0.0,0.7,2.7,       .,       .,       .,       .,3.1,0.0,0.8,2.5,2.4,0.0,0.9,3.1,2.9,0.0,0.5,2.2
11047,WK056903,WK056903,0.8,1.8,5.9,       .,       .,       .,       .,1.1,1.3,2.1,5.3,1.1,1.4,2.6,6.1,1.0,0.7,1.1,3.0
11048,BU05690300,BU05690300,1.2,2.1,6.6,       .,       .,       .,       .,1.1,0.9,2.0,4.7,1.1,1.0,3.0,5.8,1.0,0.5,1.0,2.6
11049,BU05690301,BU05690301,0.0,1.0,4.3,       .,       .,       .,       .,0.8,1.5,2.4,6.2,0.8,1.5,2.3,6.2,0.8,0.7,1.3,3.9
11050,BU05690302,BU05690302,0.0,2.1,5.2,       .,       .,       .,       .,2.5,0.0,2.2,6.2,2.6,0.0,2.0,6.3,2.6,0.0,1.2,4.0
11051,BU05690303,BU05690303,0.1,2.1,5.9,       .,       .,       .,       .,2.3,0.0,1.8,5.3,2.3,0.0,2.5,5.9,2.5,0.0,1.0,2.8
11052,BU05690305,BU05690305,1.6,2.0,6.9,       .,       .,       .,       .,0.8,1.5,2.0,4.2,0.8,1.8,3.0,5.9,0.6,1.0,1.0,2.1
11053,BU05690306,BU05690306,0.0,1.0,4.7,       .,       .,       .,       .,0.5,2.0,2.0,6.7,0.6,2.0,2.0,6.4,0.6,1.0,1.0,4.0
11054,BU05690309,BU05690309,0.0,3.8,11.0,       .,       .,       .,       .,2.1,0.0,2.6,6.7,2.1,0.0,2.8,7.6,2.7,0.0,1.3,4.4
11055,GM0267,GM0267,4.1,17.6,30.2,       .,       .,       .,       .,0.7,2.5,11.5,20.7,0.7,2.2,10.7,19.4,0.8,1.8,7.0,12.2
11056,WK026701,WK026701,5.7,24.7,32.6,       .,       .,       .,       .,0.6,2.6,14.5,22.1,0.6,2.4,13.4,19.0,0.8,1.7,8.5,12.2
11057,BU02670101,BU02670101,5.0,28.1,31.9,       .,       .,       .,       .,0.8,1.6,13.8,20.8,0.8,1.4,13.8,17.5,1.3,0.7,8.6,11.5
11058,BU02670102,BU02670102,0.0,22.7,32.8,       .,       .,       .,       .,0.5,1.8,12.5,21.9,0.5,1.7,11.2,19.0,0.5,1.6,7.0,11.2
11059,BU02670103,BU02670103,0.0,27.8,31.0,       .,       .,       .,       .,0.5,1.9,16.4,21.3,0.5,2.1,13.6,18.2,0.5,2.0,9.4,11.1
11060,BU02670104,BU02670104,9.6,29.3,32.0,       .,       .,       .,       .,0.4,4.3,18.2,22.0,0.4,4.4,17.0,18.0,0.4,2.9,10.0,12.0
11061,BU02670105,BU02670105,12.9,29.0,32.0,       .,       .,       .,       .,0.4,4.5,17.3,22.0,0.4,4.3,17.0,18.0,0.5,2.5,10.0,12.0
11062,BU02670106,BU02670106,21.8,29.0,31.8,       .,       .,       .,       .,0.4,4.2,17.4,22.0,0.4,4.3,16.9,18.0,0.4,2.9,10.0,12.1
11063,BU02670107,BU02670107,13.2,28.9,32.0,       .,       .,       .,       .,1.2,0.9,15.5,21.2,1.1,1.0,14.7,17.6,1.1,0.7,9.6,11.6
11064,BU02670108,BU02670108,15.4,29.0,31.9,       .,       .,       .,       .,0.9,1.2,15.6,21.6,0.9,1.6,14.7,17.8,1.2,0.6,9.7,12.1
11065,BU02670109,BU02670109,6.5,29.0,30.9,       .,       .,       .,       .,0.8,2.0,18.0,22.0,0.8,2.4,16.8,18.0,0.8,1.6,9.8,12.3
11066,BU02670110,BU02670110,8.4,29.0,30.3,       .,       .,       .,       .,0.6,3.2,15.0,21.6,0.4,4.7,14.8,17.8,0.4,1.8,9.4,12.8
11067,BU02670111,BU02670111,3.4,28.6,30.0,       .,       .,       .,       .,0.3,4.6,14.3,21.8,0.3,3.3,13.6,17.9,0.3,3.1,8.3,12.9
11068,BU02670112,BU02670112,7.0,29.0,30.1,       .,       .,       .,       .,0.5,3.5,15.5,21.8,0.3,4.6,14.9,17.9,0.3,2.4,9.0,12.9
11069,BU02670113,BU02670113,2.4,28.4,30.0,       .,       .,       .,       .,0.3,5.0,15.3,22.0,0.3,3.5,14.4,18.0,0.3,3.4,9.0,13.0
11070,BU02670114,BU02670114,1.4,27.4,30.0,       .,       .,       .,       .,0.7,2.6,13.5,22.0,0.8,2.1,12.6,18.0,0.8,1.6,8.3,13.0
11071,BU02670115,BU02670115,0.0,2.0,44.2,       .,       .,       .,       .,0.5,1.1,7.2,25.5,1.2,0.1,6.1,28.7,2.1,0.0,4.3,14.1
11072,BU02670116,BU02670116,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
11073,BU02670117,BU02670117,0.0,3.9,37.0,       .,       .,       .,       .,0.5,1.0,9.9,22.4,0.5,1.0,8.6,19.9,0.5,1.0,5.0,11.4
11074,BU02670118,BU02670118,0.0,26.7,31.9,       .,       .,       .,       .,0.5,1.1,12.9,21.8,0.5,1.0,11.7,18.0,1.4,0.1,7.9,11.8
11075,WK026702,WK026702,0.1,7.6,17.6,       .,       .,       .,       .,2.5,0.3,5.0,11.9,2.4,0.2,4.3,10.1,1.9,0.2,3.6,8.2
11076,BU02670201,BU02670201,0.4,13.1,26.8,       .,       .,       .,       .,1.9,0.3,5.9,15.9,1.9,0.5,6.0,14.1,2.0,0.1,3.9,10.4
11077,BU02670202,BU02670202,0.0,13.2,30.0,       .,       .,       .,       .,1.2,0.9,10.6,21.4,1.5,0.6,8.9,19.3,1.3,0.5,6.3,13.2
11078,BU02670203,BU02670203,0.0,1.6,9.4,       .,       .,       .,       .,3.7,0.0,0.8,6.1,3.5,0.0,0.6,4.8,2.1,0.2,1.2,5.4
11079,BU02670204,BU02670204,0.0,6.8,9.3,       .,       .,       .,       .,2.4,0.0,4.6,7.0,2.1,0.0,3.5,5.0,2.1,0.0,4.3,5.3
11080,WK026703,WK026703,0.2,3.8,44.1,       .,       .,       .,       .,0.8,1.4,5.4,31.3,0.8,0.7,4.9,32.4,0.8,0.7,2.9,19.4
11081,BU02670300,BU02670300,0.1,2.1,46.5,       .,       .,       .,       .,0.6,1.8,5.1,31.0,0.6,0.9,4.0,32.8,0.6,0.9,2.7,19.5
11082,BU02670301,BU02670301,0.1,3.1,37.7,       .,       .,       .,       .,0.9,1.3,4.6,28.4,0.9,0.6,4.4,28.7,0.9,0.6,2.6,17.9
11083,BU02670302,BU02670302,0.8,12.0,51.4,       .,       .,       .,       .,1.5,0.0,8.5,39.7,1.5,0.0,9.8,40.7,1.6,0.0,4.2,22.9
11084,WK026704,WK026704,0.5,2.0,25.1,       .,       .,       .,       .,2.9,0.0,2.3,13.4,2.9,0.0,2.3,13.5,3.4,0.0,1.6,7.3
11085,BU02670401,BU02670401,0.9,2.2,25.3,       .,       .,       .,       .,3.2,0.0,1.8,10.1,3.3,0.0,1.7,9.5,3.9,0.0,1.3,5.9
11086,BU02670402,BU02670402,0.0,1.8,24.8,       .,       .,       .,       .,2.4,0.0,3.1,17.9,2.4,0.0,3.0,19.1,2.7,0.0,1.9,9.3
11087,WK026705,WK026705,2.3,5.8,20.1,       .,       .,       .,       .,0.5,3.4,6.9,14.3,0.5,2.9,6.9,17.1,0.6,2.7,5.4,10.1
11088,BU02670500,BU02670500,2.7,5.0,18.9,       .,       .,       .,       .,0.2,4.8,6.4,12.4,0.2,4.6,6.0,15.2,0.2,4.5,5.0,9.2
11089,BU02670501,BU02670501,0.9,5.0,15.5,       .,       .,       .,       .,0.5,2.9,6.5,10.8,0.5,2.9,6.1,12.3,0.5,2.9,5.1,8.8
11090,BU02670502,BU02670502,3.7,7.3,27.0,       .,       .,       .,       .,0.3,4.9,6.8,19.1,0.4,3.6,8.5,23.8,0.4,3.4,5.8,11.8
11091,BU02670503,BU02670503,3.0,7.1,25.4,       .,       .,       .,       .,0.5,3.2,6.7,18.3,0.5,2.6,7.4,22.0,0.6,1.9,5.4,11.4
11092,BU02670504,BU02670504,2.2,5.0,17.1,       .,       .,       .,       .,0.7,2.9,8.1,12.4,0.7,2.5,6.8,14.3,0.7,2.3,5.8,9.3
11093,BU02670505,BU02670505,0.0,4.3,11.6,       .,       .,       .,       .,1.2,0.2,7.2,10.1,1.2,0.1,6.4,11.0,1.2,0.1,5.4,9.0
11094,GM0268,GM0268,12.7,85.9,151.3,       .,       .,       .,       .,0.6,2.5,19.5,45.2,0.6,2.3,18.1,44.2,0.7,1.5,10.5,24.1
11095,WK026801,WK026801,89.9,192.5,209.9,       .,       .,       .,       .,0.5,2.7,26.7,54.4,0.6,2.1,24.0,57.5,0.8,1.0,14.4,28.1
11096,BU02680100,BU02680100,87.6,189.2,208.8,       .,       .,       .,       .,0.6,1.4,22.8,53.4,0.4,1.8,20.6,57.1,0.5,1.0,13.0,28.0
11097,BU02680101,BU02680101,90.6,193.4,210.2,       .,       .,       .,       .,0.5,3.1,27.7,54.7,0.6,2.2,24.9,57.6,0.8,1.0,14.8,28.1
11098,WK026802,WK026802,24.0,174.4,212.1,       .,       .,       .,       .,0.5,3.1,25.0,51.5,0.5,3.4,24.1,51.0,0.6,2.1,13.3,26.1
11099,BU02680202,BU02680202,33.7,196.5,214.3,       .,       .,       .,       .,0.4,2.2,32.3,53.8,0.4,2.3,28.1,55.1,0.5,1.1,16.5,26.2
11100,BU02680203,BU02680203,24.8,194.4,215.1,       .,       .,       .,       .,0.5,3.2,32.1,54.4,0.4,3.9,29.4,54.7,0.4,2.9,17.0,27.1
11101,BU02680204,BU02680204,42.1,188.0,212.5,       .,       .,       .,       .,0.5,4.6,24.3,54.6,0.5,3.9,23.9,56.0,0.6,2.7,13.0,28.5
11102,BU02680205,BU02680205,27.4,174.8,211.5,       .,       .,       .,       .,0.4,3.5,20.0,51.7,0.4,3.0,21.0,50.6,0.5,2.1,10.8,26.5
11103,BU02680206,BU02680206,14.8,165.3,210.1,       .,       .,       .,       .,0.4,3.5,18.8,47.9,0.4,4.6,19.8,45.5,0.6,2.4,10.3,24.5
11104,BU02680207,BU02680207,1.3,73.6,203.1,       .,       .,       .,       .,1.3,0.4,16.6,41.6,0.7,1.7,16.7,38.1,1.4,0.2,8.9,21.4
11105,BU02680208,BU02680208,1.0,141.0,211.0,       .,       .,       .,       .,0.6,1.8,24.5,48.4,0.7,1.9,24.3,46.1,0.9,0.9,13.1,24.6
11106,BU02680209,BU02680209,25.6,178.2,206.6,       .,       .,       .,       .,0.4,1.2,16.5,48.7,0.4,1.0,16.9,45.9,1.4,0.0,10.5,22.8
11107,WK026803,WK026803,8.6,178.2,211.0,       .,       .,       .,       .,0.5,2.7,26.6,52.6,0.5,1.8,24.4,52.6,0.6,1.6,12.8,26.4
11108,BU02680320,BU02680320,9.8,175.3,206.5,       .,       .,       .,       .,0.6,2.0,24.0,50.1,0.6,1.7,21.3,51.1,0.7,1.3,11.0,25.3
11109,BU02680321,BU02680321,6.8,182.4,217.6,       .,       .,       .,       .,0.4,3.7,30.4,56.2,0.4,2.1,29.1,54.8,0.4,2.1,15.4,28.0
11110,WK026804,WK026804,2.9,70.3,204.8,       .,       .,       .,       .,0.6,3.0,20.9,55.6,0.6,2.9,19.9,50.0,0.7,1.2,9.3,31.3
11111,BU02680422,BU02680422,5.1,137.8,216.7,       .,       .,       .,       .,0.5,3.4,25.1,55.9,0.5,3.5,23.8,53.4,0.7,1.3,11.6,30.3
11112,BU02680423,BU02680423,5.0,94.8,219.0,       .,       .,       .,       .,0.5,4.6,25.2,60.4,0.5,3.7,24.0,53.9,0.6,1.7,11.7,33.3
11113,BU02680424,BU02680424,0.5,17.6,189.2,       .,       .,       .,       .,0.6,1.8,16.7,52.5,0.6,2.3,15.8,45.8,0.6,0.9,6.8,30.6
11114,BU02680425,BU02680425,1.9,141.7,202.9,       .,       .,       .,       .,1.2,0.1,11.6,48.6,1.2,0.1,12.1,49.5,1.2,0.1,6.3,25.4
11115,WK026805,WK026805,4.9,119.3,209.3,       .,       .,       .,       .,0.5,3.3,30.1,55.8,0.6,2.6,26.3,54.0,0.7,1.7,15.4,28.6
11116,BU02680510,BU02680510,8.4,172.4,216.1,       .,       .,       .,       .,0.3,4.0,33.9,57.5,0.5,1.4,30.2,55.3,0.5,1.2,16.9,29.1
11117,BU02680511,BU02680511,4.9,122.5,214.2,       .,       .,       .,       .,0.4,4.6,31.4,54.9,0.5,4.5,26.9,54.1,0.5,2.7,16.2,28.5
11118,BU02680512,BU02680512,0.5,29.7,172.0,       .,       .,       .,       .,0.8,1.1,23.3,56.9,1.0,0.6,20.6,51.6,1.2,0.3,11.9,30.0
11119,BU02680513,BU02680513,3.4,82.6,218.3,       .,       .,       .,       .,0.4,3.3,27.7,56.7,0.5,4.2,22.8,56.7,0.5,2.5,14.8,29.4
11120,BU02680517,BU02680517,3.7,142.8,210.9,       .,       .,       .,       .,0.8,1.3,29.0,51.1,1.0,1.0,27.1,49.2,1.1,0.6,15.4,25.2
11121,WK026806,WK026806,2.8,17.8,143.7,       .,       .,       .,       .,0.5,2.5,17.7,51.2,0.5,2.2,17.1,49.8,0.6,1.6,10.3,27.0
11122,BU02680614,BU02680614,2.3,28.4,223.4,       .,       .,       .,       .,0.4,3.0,23.9,60.0,0.4,3.5,20.4,60.6,0.5,2.6,12.9,31.6
11123,BU02680615,BU02680615,1.1,18.6,186.9,       .,       .,       .,       .,0.4,2.3,19.1,57.1,0.5,2.7,16.0,56.3,0.5,1.7,9.7,30.0
11124,BU02680616,BU02680616,3.9,12.3,61.9,       .,       .,       .,       .,0.6,2.3,15.1,46.6,0.7,1.5,16.3,44.7,0.7,1.5,10.1,24.8
11125,BU02680618,BU02680618,2.6,19.6,212.9,       .,       .,       .,       .,0.4,3.0,15.7,45.8,0.4,1.9,17.2,42.9,0.6,0.9,9.2,23.7
11126,WK026807,WK026807,0.8,11.2,30.7,       .,       .,       .,       .,0.7,1.4,11.1,33.0,0.7,1.3,9.3,28.7,0.7,1.1,7.8,19.4
11127,BU02680731,BU02680731,0.2,12.2,31.5,       .,       .,       .,       .,0.8,1.0,11.1,34.7,0.8,0.6,8.4,29.4,0.8,0.7,7.3,18.9
11128,BU02680732,BU02680732,1.4,12.4,34.9,       .,       .,       .,       .,0.7,1.1,11.8,40.0,0.7,0.9,8.6,35.6,0.7,0.9,8.1,22.2
11129,BU02680733,BU02680733,0.8,11.1,31.4,       .,       .,       .,       .,0.5,1.6,10.1,33.4,1.3,0.1,9.2,28.0,0.6,1.1,7.2,19.8
11130,BU02680734,BU02680734,1.0,10.8,38.4,       .,       .,       .,       .,0.6,2.8,10.5,41.4,0.6,1.7,9.6,37.0,0.6,1.8,7.4,24.1
11131,BU02680735,BU02680735,0.0,10.4,26.0,       .,       .,       .,       .,0.6,0.9,11.2,26.4,0.6,1.6,10.8,21.8,0.5,1.0,8.8,16.5
11132,BU02680736,BU02680736,0.3,11.6,28.3,       .,       .,       .,       .,0.7,2.7,11.8,29.8,0.7,2.1,10.8,24.9,0.7,2.1,8.9,19.3
11133,BU02680737,BU02680737,1.6,9.0,23.6,       .,       .,       .,       .,0.7,0.8,11.0,24.1,0.4,2.6,9.3,22.6,0.6,1.0,7.3,15.4
11134,BU02680738,BU02680738,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
11135,BU02680739,BU02680739,0.1,12.1,45.4,       .,       .,       .,       .,1.8,0.0,10.0,31.2,2.0,0.2,6.3,29.6,1.9,0.1,6.1,18.8
11136,WK026808,WK026808,1.5,10.5,27.8,       .,       .,       .,       .,0.7,1.5,8.7,30.7,0.8,1.1,6.8,28.1,0.8,1.4,6.2,18.3
11137,BU02680840,BU02680840,1.1,10.0,28.4,       .,       .,       .,       .,0.7,1.5,8.3,31.3,0.7,1.4,6.6,28.4,0.7,2.2,5.9,18.7
11138,BU02680841,BU02680841,2.0,11.4,31.7,       .,       .,       .,       .,0.9,0.6,10.5,33.0,0.9,0.6,8.5,30.5,0.9,0.6,6.9,19.4
11139,BU02680842,BU02680842,1.5,10.4,20.7,       .,       .,       .,       .,0.4,2.7,7.1,26.1,0.8,1.4,4.6,24.0,0.8,1.5,5.8,15.9
11140,BU02680843,BU02680843,2.0,10.9,24.3,       .,       .,       .,       .,0.4,1.2,8.8,30.8,1.6,0.0,5.8,27.8,1.6,0.0,6.9,17.7
11141,BU02680847,BU02680847,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
11142,BU02680848,BU02680848,0.0,4.6,35.2,       .,       .,       .,       .,0.4,1.0,5.7,32.1,2.3,0.0,7.6,28.9,2.3,0.0,4.6,18.4
11143,BU02680849,BU02680849,0.0,3.4,43.8,       .,       .,       .,       .,2.1,0.0,4.5,25.0,2.2,0.0,3.3,23.9,2.1,0.0,4.3,14.2
11144,WK026809,WK026809,0.7,11.9,106.3,       .,       .,       .,       .,0.6,2.1,10.1,24.9,0.6,2.3,11.0,28.9,0.9,1.0,4.8,14.0
11145,BU02680950,BU02680950,0.0,4.4,35.4,       .,       .,       .,       .,0.7,1.8,10.2,20.1,0.7,1.5,10.2,24.8,1.2,0.6,4.5,10.9
11146,BU02680960,BU02680960,0.2,2.8,19.1,       .,       .,       .,       .,0.6,2.4,9.2,21.0,0.6,1.8,9.2,26.1,1.3,0.2,3.9,12.9
11147,BU02680970,BU02680970,1.1,18.0,164.7,       .,       .,       .,       .,0.6,2.1,10.4,28.4,0.6,2.8,11.9,31.6,0.7,1.4,5.2,15.8
11148,GM1930,GM1930,3.6,26.4,50.7,       .,       .,       .,       .,0.7,1.9,13.8,28.9,0.8,1.3,10.2,20.4,0.7,1.4,11.1,21.0
11149,WK193001,WK193001,17.3,47.8,70.7,       .,       .,       .,       .,1.3,0.0,17.4,44.1,0.7,1.2,13.1,31.2,0.9,0.5,14.4,29.6
11150,BU19300101,BU19300101,20.6,46.8,72.2,       .,       .,       .,       .,1.3,0.0,15.5,45.2,0.9,0.9,11.3,32.2,0.9,0.7,12.7,29.6
11151,BU19300102,BU19300102,20.6,46.8,73.0,       .,       .,       .,       .,1.2,0.1,11.2,44.8,1.2,0.0,9.8,31.8,0.7,1.8,10.0,29.1
11152,BU19300103,BU19300103,19.4,45.5,70.6,       .,       .,       .,       .,1.3,0.0,14.9,42.7,1.1,0.3,10.9,30.1,0.3,1.0,11.5,28.5
11153,BU19300104,BU19300104,16.6,48.2,70.0,       .,       .,       .,       .,1.3,0.0,17.5,43.3,0.6,1.2,13.5,30.3,0.8,0.8,15.1,29.7
11154,BU19300105,BU19300105,19.4,47.4,71.4,       .,       .,       .,       .,1.2,0.1,17.6,45.8,0.4,1.4,13.7,33.0,1.3,0.0,14.7,30.3
11155,BU19300106,BU19300106,12.5,49.9,69.2,       .,       .,       .,       .,1.3,0.0,20.7,42.9,0.4,1.7,15.1,29.8,1.1,0.1,17.1,29.7
11156,WK193002,WK193002,5.5,39.6,67.1,       .,       .,       .,       .,0.4,4.9,9.9,37.0,0.5,3.0,8.1,25.5,0.5,1.4,6.7,26.5
11157,BU19300201,BU19300201,4.6,35.9,64.9,       .,       .,       .,       .,0.6,4.9,7.3,34.9,0.7,3.0,6.5,23.0,0.6,1.1,4.5,24.9
11158,BU19300202,BU19300202,6.2,42.2,68.6,       .,       .,       .,       .,0.3,5.0,11.6,38.4,0.4,3.0,9.2,27.3,0.3,1.5,8.2,27.5
11159,WK193003,WK193003,10.4,42.9,69.7,       .,       .,       .,       .,0.5,4.5,9.7,41.3,0.5,2.9,7.7,29.7,0.4,1.9,6.8,28.4
11160,BU19300301,BU19300301,5.6,41.1,67.7,       .,       .,       .,       .,0.4,4.6,7.9,39.5,0.4,2.9,6.3,28.6,0.5,1.6,4.8,27.7
11161,BU19300302,BU19300302,15.3,44.7,71.7,       .,       .,       .,       .,0.5,4.5,11.6,43.1,0.5,2.8,9.2,30.9,0.3,2.1,8.7,29.1
11162,WK193004,WK193004,3.7,44.9,69.2,       .,       .,       .,       .,0.9,1.2,13.8,38.0,0.9,0.7,9.6,26.2,1.0,0.5,10.2,27.3
11163,BU19300401,BU19300401,3.7,44.9,69.2,       .,       .,       .,       .,0.9,1.2,13.8,38.0,0.9,0.7,9.6,26.2,1.0,0.5,10.2,27.3
11164,WK193005,WK193005,1.9,47.5,66.0,       .,       .,       .,       .,0.5,1.0,17.2,36.7,0.5,1.1,12.4,24.7,0.5,1.0,13.0,25.9
11165,BU19300501,BU19300501,2.4,48.1,67.3,       .,       .,       .,       .,0.8,1.0,16.9,38.9,0.7,1.2,12.3,25.7,0.8,1.0,13.5,27.4
11166,BU19300502,BU19300502,2.5,48.1,66.7,       .,       .,       .,       .,0.3,1.0,18.1,37.1,0.3,1.0,13.1,25.1,0.3,1.0,13.6,26.1
11167,BU19300503,BU19300503,1.0,46.6,63.9,       .,       .,       .,       .,0.5,1.0,17.1,34.0,0.5,1.0,12.0,23.3,0.5,1.0,12.3,24.0
11168,BU19300504,BU19300504,1.1,45.2,66.1,       .,       .,       .,       .,0.9,1.0,15.2,36.2,0.9,1.0,10.5,23.9,0.9,1.0,10.8,25.4
11169,WK193006,WK193006,5.6,49.3,67.2,       .,       .,       .,       .,1.2,0.0,22.1,40.9,0.5,2.0,16.3,27.4,1.2,0.0,17.9,28.8
11170,BU19300601,BU19300601,5.7,48.7,67.5,       .,       .,       .,       .,1.3,0.0,20.6,41.0,0.5,2.0,16.0,27.7,1.3,0.0,17.5,28.9
11171,BU19300602,BU19300602,5.5,49.9,66.8,       .,       .,       .,       .,1.2,0.0,23.7,40.7,0.5,2.0,16.5,27.2,1.2,0.0,18.3,28.7
